"사업코드","사업명","준공여부구분","준공여부","계획공정율","실적공정율","대비율","기준일자","총공기","경과일","D-Day","도급액(억원)","사업비(억원)","공사기간","공사위치","위도","경도","발주처 담당자명","책임감리원 명","현장대리인 명","발주처 기관명","감리사 업체명","시공사 업체명","사업규모","웹카메라 RTSP 주소","계약정보 링크주소","집행정보 링크주소","조감도 이미지 링크주소","공사개요 웹페이지","자치구코드","자치구명"
"3502024051794","2024년 은평구 관내 상수도공사 (장기1차-단가계약)","1","진행    ","0","0","0","","365","356","9","10.87","10.8714674","2024-07-01~2025-06-30","서울 은평구 은평로 195","37.60281743572421","126.92893871656369","강철운","이선재(건설사업관리자)","최병진(시공자(공무?공사))","서울아리수본부","주식회사 천일","인웅공영(주)","은평구 관내 상수도공사 D15~300mm, L=1286m","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=3502024051794","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=3502024051794","22","은평구"
"3502024052299","아차산배수지(1지)내부 방식공사(장기1차)","1","진행    ","0","0","0","","506","377","129","24.56","24.563932","2024-06-10~2025-10-28","서울 광진구 천호대로 731","37.5484155461942","127.09627883605299","이준범","","이경수(현장대리인)","서울아리수본부","","에스테크건설 주식회사"," 도막식 방식 10,880m^2, 패널식 방식 3,898m^2","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=3502024052299","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=3502024052299","06","광진구"
"7042023032368","강서센터 소규모주택 시설물 유지보수공사","0","준공","100","100","100","","761","761","0","13.34","13.34318917","2023-04-01~2025-04-30","서울 강서구 초록마을로34길 61","37.5384203388022","126.844978758061","정창환","","이형기(공무직)","서울주택도시공사","","(주)미화","강서구 매입임대주택 시설물 유지보수공사 1,000세대 이상","","","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042023032368","04","강서구"
"7042023032377","성북강북-2 임대아파트 시설물 유지보수공사","0","준공","100","100","100","","761","761","0","34.3","34.3","2023-04-01~2025-04-30","서울 강북구 도봉로 358","37.63913461931188","127.02747302780966","장태영","","전관헌(공무직)","서울주택도시공사","","주식회사 에이치앤씨건축","성북구, 강북구 임대아파트 시설물 보수","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042023032377","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042023032377","03","강북구"
"6232023122999","일원-1 소구역 하수관로 정비사업(장기계속)","1","진행    ","0","0","0","","870","489","381","85.4","85.4","2024-02-19~2026-07-07","서울 강남구 개포로","37.492100465838384","127.07471043752757","김태호","","김상길(현장대리인)","강남구","","주식회사 효승종합개발","하수관로 정비 L=6.02km(D300mm~D1,200mm)","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=6232023122999","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=6232023122999","01","강남구"
"7022025050297","2025년 노량대교 보수공사","1","진행    ","0","0","0","","396","39","357","27.3","27.3","2025-05-14~2026-06-13","서울 동작구 노량진로 220","37.50982647273702","126.96533575033324","이승룡","","유의종(현장대리인)","서울시설공단","","유한회사 보승건설","구스 아스팔트 포설(야간) 13,390m2, 아스팔트콘크리트 포장 12964m2, 상판보수 351m2, 콘크리...","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7022025050297","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7022025050297","12","동작구"
"7042025032882","노원도봉센터-노원4 임대주택 시설물 유지보수공사","1","진행    ","0","0","0","","760","82","678","36","35.9951039","2025-04-01~2027-04-30","서울 노원구 덕릉로 688, 5층","37.65895505258645","127.07559130155519","이대의","","이성이(공무직)","서울주택도시공사","","주식회사 더에이알티","노원구 관내  임대주택 시설물 유지보수공사","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042025032882","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042025032882","09","노원구"
"6102024051397","방학-4 소구역 하수관로 정비공사(2권역,장기계속)","1","진행    ","0","0","0","","457","401","56","23.4","23.397223","2024-05-17~2025-08-16","방학역 일대","37.66621748504009","127.044461538564","박인선","서영석(책임건설사업관리자)","김병순(공무직)","도봉구","주식회사 제일엔지니어링종합건축사사무소","태오건설(주)","D 300~1200mm 2.0km","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=6102024051397","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=6102024051397","10","도봉구"
"7042023032363","은평서대문종로-2 임대아파트 시설물 유지보수공사","0","준공","100","100","100","","761","761","0","44.1","44.1","2023-04-01~2025-04-30","서울 은평구 진관2로 15-34","37.63746304640221","126.9190488406597","최영근","","황현섭(공무직)","서울주택도시공사","","주식회사 미진이엔씨","은평구,서대문구,종로구 임대아파트 시설물 유지보수 공사","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042023032363","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042023032363","22","은평구"
"7042025021799","빈집활용사업(초행지붕-시흥2) 정보통신공사","1","진행    ","0","0","0","","268","125","143","0.95","0.9502945","2025-02-17~2025-11-11","","37.4533132500752","126.91099132649","이종현","","","서울주택도시공사","","","-","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042025021799","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042025021799","08","금천구"
"7042023032392","마포용산-2 임대아파트 시설물 유지보수공사","0","준공","100","100","100","","761","761","0","43.7","43.6988597","2023-04-01~2025-04-30","서울 마포구 마포대로 20","37.5384084515604","126.94498311220501","조철룡","","현진희(공사담당)","서울주택도시공사","","주식회사 정도","성산아파트 외59개 단지 택지: 12개 단지 리츠2: 6개 단지 리츠3: 4개 단지 재개발: 28개 단...","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042023032392","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042023032392","13","마포구"
"7042024021994","안암 어울림센터 정보통신공사","1","진행    ","0","0","0","","503","489","14","1.29","1.28539","2024-02-19~2025-07-05","","37.584746690613","127.030411179698","박정훈","","최명철","서울주택도시공사","","(주)유일엔지니어링","-","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042024021994","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042024021994","17","성북구"
"7042023032399","강남서초-1 임대아파트 시설물 유지보수공사","0","준공","100","100","100","","761","761","0","32.25","32.253688","2023-04-01~2025-04-30","서울 강남구 개포로20길 24, 101호","37.4924856649433","127.09076567254098","김용수","","유제봉(공무직)","서울주택도시공사","","에쓰와이이앤씨 주식회사 (SY ENC., Ltd)","* 택지 등 : 28개 단지(13,836세대)  -수서1,대치1,수서6,신동아파밀리에1,신동아파밀리에2,세곡...","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042023032399","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042023032399","01","강남구"
"7042024020893","마곡 도시개발사업지구 10-2단지 아파트 소방시설공사","1","진행    ","0","0","0","","798","500","298","107.23","107.23179","2024-02-08~2026-04-15","서울특별시 강서구 마곡동 747-1 일원","37.560163540029166","126.81858306794125","김동규","","이동원(현장대리인)","서울주택도시공사","","알티엘산업 주식회사","공동주택 577세대(지하2층~지상16층, 10개동), 판매시설 (지상2층)","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042024020893","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042024020893","04","강서구"
"7042023101098","자양동 10-34,46 주택건설사업 정보통신공사","1","진행    ","0","0","0","","653","621","32","1.71","1.709108","2023-10-10~2025-07-23","","37.5404248937047","127.066400644104","길동진","","윤성인(현장대리인)","서울주택도시공사","","(주)디엠씨정보","-","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042023101098","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042023101098","06","광진구"
"6232024040894","수서동 복합문화센터 신축공사(건축,토목,기계,조경)","1","진행    ","0","0","0","","750","398","352","95.48","95.4821539","2024-05-20~2026-06-08","서울 강남구 광평로 301-4","37.488908163716495","127.10496838259509","박소라","박성훈(책임건설사업관리자)","유정건(공사담당)","강남구","(주)건축사사무소아라그룹","선석건설(주)","층수: 지하2층/지상5층 부지면적: 1,051.40㎡ 연면적: 3,759.1㎡ ","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=6232024040894","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info6&pjt_cd=6232024040894","https://cis.seoul.go.kr/data/edms//202407/240710172058526386613.edm","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=6232024040894","01","강남구"
"7042024082699","신내4 공공주택지구 송수관로 이설공사","1","진행    ","0","0","0","","1459","300","1159","155.26","155.2554243","2024-08-26~2028-08-23","중랑구 신내동 111-34 ~ 신내동 37(북부간선도로 좌,우단)","37.614998926761835","127.10677919736142","박광훈","이기준","유성수(현장대리인)","서울주택도시공사","(주)태조엔지니어링 ","(주)승리씨앤지","동 수 :  / 지하 층 수 :  / 지상 층 수 :  / 세대 수 : 0","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042024082699","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042024082699","25","중랑구"
"7042024123096","빈집활용사업(초행지붕-수유2) 전기공사","1","진행    ","0","0","0","","290","174","116","1.07","1.0679371","2024-12-30~2025-10-15","서울특별시 강북구 수유동 252-22","37.6458847886337","127.021408533381","이종현","","정찬린","서울주택도시공사","","비오스아이엔씨(주)","-","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042024123096","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042024123096","03","강북구"
"7042025032884","성북강북센터-3 임대주택 시설물 유지보수공사","1","진행    ","0","0","0","","760","82","678","31.58","31.5846115","2025-04-01~2027-04-30","서울 강북구 도봉로 358","37.6391129766545","127.02755459594502","이혁","","신혜리(공무직)","서울주택도시공사","","케이엘지건설 주식회사","성북구 및 강북구 임대주택 시설물 유지보수","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042025032884","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042025032884","03","강북구"
"7042025032847","강남센터-2 임대주택 시설물 유지보수공사","1","진행    ","0","0","0","","760","82","678","39.87","39.8665595","2025-04-01~2027-04-30","서울 강남구 개포로109길 5","37.493087577187794","127.07390177387235","오재석","","김종국(현장대리인)","서울주택도시공사","","正誤綜合建設 株式會社","강남센터 관할 임대주택 및 부대시설 등 시설물 유지보수","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042025032847","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042025032847","01","강남구"
"7042025032893","구로금천센터-구로2 임대주택 시설물 유지보수공사","1","진행    ","0","0","0","","760","82","678","25.9","25.9","2025-04-01~2027-04-30","서울 은평구 연서로15길 10 2층(구산동)","37.48652739312915","126.83910242786646","강두희","","김미숙(품질관리자)","서울주택도시공사","","진성건설개발 주식회사","연지타운1단지 외 15개단지 및 고척동,궁동,오류동,온수동 소규모주택","","","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042025032893","07","구로구"
"7042025032870","송파센터-1 임대주택 시설물 유지보수공사","1","진행    ","0","0","0","","760","82","678","40.1","40.1","2025-04-01~2027-04-30","서울시 송파구 관내","37.495612534423145","127.13709049297374","김명남","","김준원(공무직)","서울주택도시공사","","케이지산업 주식회사","송파구 관내 임대주택 시설물 유지보수공사","","","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042025032870","18","송파구"
"7042025032896","양천영등포센터-1 임대주택 시설물 유지보수공사","1","진행    ","0","0","0","","760","82","678","31.6","31.6","2025-04-01~2027-04-30","서울 양천구 오목로 336","37.52427761811151","126.87475794627385","박재욱","","전영진(현장대리인)","서울주택도시공사","","주식회사 평광건설","양천영등포센터-1 임대주택 시설물 유지보수공사","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042025032896","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042025032896","19","양천구"
"7552023033098","7호선 가산디지털단지역 승강편의시설 설치공사(56공구)","1","진행    ","0","0","0","","900","808","92","31.27","31.2659377","2023-04-06~2025-09-21","가산동 371-9, 가산다지털단지역 9번 출입구","37.48055893904154","126.88164848364916","양성주","김철재(건설사업관리자)","민경훈(현장대리인)","서울교통공사","주식회사 동일기술공사","홍용종합건설(주)","가산디지털단지역 9번 출입구 1000형 E/S 2대 설치","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7552023033098","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7552023033098","08","금천구"
"3502024061299","월계배수지(1지) 내부 방식공사(장기계속-1차)","1","진행    ","0","0","0","","376","367","9","24.37","24.37462","2024-06-20~2025-06-30","서울 노원구 마들로5가길 113","37.63866882432237","127.05162207125139","박상권","","이승은(공사담당)","서울아리수본부","","그린건업(주)","월계배수지 1지 내부방식","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=3502024061299","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=3502024061299","09","노원구"
"7042023033099","동대문광진중랑-1 임대아파트 시설물 유지보수공사","0","준공","100","100","100","","761","761","0","32.6","32.6","2023-04-01~2025-04-30","서울 송파구 법원로11길 7","37.57763289835007","127.05787137930159","최병진","","최규완(현장대리인)","서울주택도시공사","","메트로티엔씨주식회사","동대문권역 임대아파트 시설물 유지보수공사 ","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042023033099","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042023033099","11","동대문구"
"7042023032385","마포/용산/은평/서대문센터-2 소규모주택 시설물 유지보수공사","0","준공","100","100","100","","761","761","0","13.75","13.7488923","2023-04-01~2025-04-30","서울 서초구 사임당로17길 113","37.493363280144116","127.01879722413477","박구환","","김현주(공무직)","서울주택도시공사","","주식회사 천일이엔에스","마포/용산/은평/서대문센터-2 소규모주택 시설물 유지보수공사","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042023032385","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042023032385","15","서초구"
"6152024072598","신월1-4소구역 하수관로 정비공사","1","진행    ","0","0","0","","730","325","405","41.72","41.71977","2024-08-01~2026-07-31","서울 양천구 목동중앙남로 27","37.536774241305686","126.866303216882","이종규","정창위(책임건설사업관리자)","이종서(현장대리인)","양천구","주식회사 동해종합기술공사","일성종합건설(주)","하수관로 정비 D300~1350mm, L=2,432m","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=6152024072598","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=6152024072598","19","양천구"
"6222024010889","새원천 재해예방 개선복구공사","1","진행    ","0","0","0","","540","531","9","62.6","62.6","2024-01-08~2025-06-30","서울 서초구 청계산로 140-65","37.45557961685209","127.04937283591501","정원석","방용태(책임건설사업관리자)","임주현(공사담당)","서초구","주식회사 제일엔지니어링종합건축사사무소","을묘종합건설(주)","새원천 재해예방 복구사업 1식","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=6222024010889","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=6222024010889","15","서초구"
"7042024021999","안암 어울림센터 전기공사","1","진행    ","0","0","0","","503","489","14","3.98","3.9777533","2024-02-19~2025-07-05","서울시 성북구 안암동5가 103-18","37.584746690613","127.030411179698","박정훈","","이은영(공무직)","서울주택도시공사","","(주)그루이앤씨","지하1층~ 지상 4층","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042024021999","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042024021999","17","성북구"
"6242024072999","가락-3 소구역 하수관로 정비공사(장기계속)","1","진행    ","0","0","0","","730","321","409","68.1","68.09542","2024-08-05~2026-08-04","서울 송파구 가락로7길 21","37.50232252983822","127.102190932957","소장호","박일식(건설사업관리자)","박성임(현장대리인)","송파구","주식회사 동일기술공사","거호건설(주)","하수관로 정비 L=4.80km(D300mm~D1,500mm,▣1.8×1.8m)","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=6242024072999","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=6242024072999","18","송파구"
"7042025032875","관악동작센터-2 임대주택 시설물 유지보수공사","1","진행    ","0","0","0","","760","82","678","22.73","22.7266","2025-04-01~2027-04-30","서울 동작구 상도로53길 70","37.50209392249117","126.95436706473592","손동철","","주성(현장대리인)","서울주택도시공사","","주식회사 큐브디자인종합건설","관악,동작구 임대주택 시설물 유지보수공사","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042025032875","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042025032875","12","동작구"
"7552023030287","7호선 고속터미널역 승강편의시설 설치공사(57공구)","1","진행    ","0","0","0","","873","843","30","100.16","100.15672","2023-03-02~2025-07-21","서울 서초구 사평대로 205","37.50338656330621","127.00500783460902","김승제","","신동석(현장대리인)","서울교통공사","주식회사 동해종합기술공사","주식회사 대명이십일","고속터미널역 4번출입구 15인승 엘리베이터 1대","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7552023030287","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7552023030287","15","서초구"
"3502024052497","2024년 서대문구 관내 상수도공사(장기1차)","1","진행    ","0","0","0","","382","373","9","15.73","15.725493","2024-06-14~2025-06-30","서대문구 관내","37.57923152971552","126.93651503075586","김윤빈","강경식(건설사업관리자)","조숙래(공무직)","서울아리수본부","주식회사 천일","(주)노은건설","D=20~300mm, L=2,567m","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=3502024052497","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=3502024052497","14","서대문구"
"3502024050399","2024년 남부수도사업소 관내 포장도로 굴착복구공사(장기1차단가계약)","1","진행    ","0","0","0","","418","409","9","31.51","31.50719","2024-05-09~2025-06-30","서울 노원구 동일로179길 12-3","37.622129724325184","127.07319789231322","최병화","","김명래(현장대리인)","서울아리수본부","주식회사 대한콘설탄트","주식회사 신작로","아스팔트 포장 : 111a 콘크리트 포장 : 10a 보도블록 포장 : 5a 아스팔트 표층 :122a ","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=3502024050399","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=3502024050399","09","노원구"
"7042023032398","강남서초-2 임대아파트 시설물 유지보수공사","0","준공","100","100","100","","761","761","0","31.48","31.4813815","2023-04-01~2025-04-30","서울 강남구 개포로109길 5","37.493087577187794","127.07390177387235","김용수","","오서현(공무직)","서울주택도시공사","","주식회사 동환기업","* 택지 등 : 29개 단지(13,836세대)  -수서1,대치1,수서6,세곡리앤파크1,세곡리앤파크2,세곡리앤...","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7042023032398","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7042023032398","01","강남구"
"6082023090498","성북구 정릉천 유지용수 공급 관로공사(장기)","1","진행    ","0","0","0","","820","627","193","58.1","58.09837","2023-10-04~2025-12-31","서울 동대문구 회기로5길 100, 상가동 3층(하월곡동 샹그레빌아파트)","37.5957950580132","127.040741749785","한재원","","임정석(공사담당)","성북구","주식회사 한국종합기술","케이월드종합건설 주식회사","유지용수관로 부설  D700mm, L=1.8km","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=6082023090498","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=6082023090498","17","성북구"
"7552024052299","2호선 ATS설비 개량 관련 설치 및 철거공사(당산~신림, 신정지선)","1","진행    ","0","0","0","","540","391","149","61.27","61.266734","2024-05-27~2025-11-17","서울 동작구 남부순환로 지하 2089","37.47656223234824","126.98155858357366","김영추","","정상만(공무직)","서울교통공사","","에이치디씨랩스 주식회사","공사개소: 2호선 삼성~신림, 신정차량기지, 군자차량기지, 2호선 내 신호기계실","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7552024052299","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7552024052299","12","동작구"
"3502024031599","2024년 서부관내 포장도로 굴착복구공사 (장기1차-연간단가계약)","1","진행    ","0","0","0","","463","454","9","25.61","25.60559","2024-03-25~2025-06-30","서울 서대문구 통일로26길 41","37.58302903527928","126.952404373743","박재성","","","서울아리수본부","트래져건설(주)","트래져건설(주)","아스팔트포설 등","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=3502024031599","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=3502024031599","14","서대문구"
"7552024102899","2024년 3,4호선 궤도도상 개량공사","1","진행    ","0","0","0","","480","230","250","46.36","46.3583","2024-11-04~2026-02-26","서울 노원구 노원로 573","37.660215643785016","127.054063996295","이광석","","최무환(품질관리자)","서울교통공사","","한국철도(주)","- 자갈도상을 콘크리트도상으로 개량 1.754km","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=7552024102899","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=7552024102899","09","노원구"
"6162024022899","강서구 통합신청사 건립공사(전기공사)","1","진행    ","0","0","0","","900","464","436","119.9","119.8984224","2024-03-15~2026-08-31","서울 강서구 마곡동 745-3","37.561287860632895","126.82325476044099","차성철","이상목(건설사업관리자)","신효준(현장대리인)","강서구","주식회사 나라기술단","주식회사 홍우","○ 연면적 59,377㎡(지하 2층/지상 8층, 3개 동)","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=6162024022899","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info6&pjt_cd=6162024022899","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=6162024022899","04","강서구"
"6222019102499","(장기계속공사) 서운로 일대 하수암거 신설공사","1","진행    ","0","0","0","","2076","2067","9","293.14","293.14","2019-10-25~2025-06-30","서울특별시 서초구 서운로 197  (서초동, 롯데캐슬클래식아파트 104동)","37.49825758775485","127.02360125541155","박세진","","김계문(공사담당)","서초구","주식회사 대한콘설탄트","원하건설 주식회사","하수암거 신설 L=1,750m","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=6222019102499","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=6222019102499","15","서초구"
"6172022121477","오류천 단면 확장공사(3공구)","1","진행    ","0","0","0","","2311","914","1397","167.59","167.590546","2022-12-21~2029-04-18","서울 구로구 남부순환로 946","37.4924097912693","126.86319805616854","유동훈","정하헌(건설사업관리자)","이상욱(공무직)","구로구","주식회사 수성엔지니어링","주식회사 포레스트플랜","단면확장 ㅁ3.0*3.5m ~ ㅁ5.5*4.5m, L=783m 등","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=6172022121477","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=6172022121477","07","구로구"
"6162023080199","방화 1-9 소구역 하수관로 정비공사(2권역)-장기계속","1","진행    ","0","0","0","","853","664","189","82.4","82.39506","2023-08-28~2025-12-27","서울 강서구 방화동로 37","37.55593332117719","126.813353370056","박소연","신성철(건설사업관리자)","심혁주(현장대리인)","강서구","주식회사 도화엔지니어링","주식회사 도공시감","하수관로 정비(D200~D800mm, L=6.8km)","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=6162023080199","","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=6162023080199","04","강서구"
"6152023082999","벚꽃길 공영주차장 건립공사(건축, 토목)(1차)","0","준공","100","100","100","","608","608","0","56.88","56.87759","2023-08-31~2025-04-29","신정동 884-8","37.5275587522305","126.86003410038701","유석준","하영철(건설사업관리자)","김기중(공무직)","양천구","(주)중원종합건축사사무소","주식회사 대명이십일","지상2/지상3층","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=6152023082999","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info6&pjt_cd=6152023082999","https://cis.seoul.go.kr/data/edms//202404/240412171289576194199.edm","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=6152023082999","19","양천구"
"6222023062299","[타절][계속비공사] 구룡공영주차장 신축공사(건축,토목,기계,조경)","0","준공","100","100","100","","845","723","122","188.5","308.4","2023-06-30~2025-10-21","서울 서초구 언남16길 32","37.47377974292938","127.04564963041261","김아람","박윤순(책임건설사업관리자)","이상득(현장대리인)","서초구","(주)토펙엔지니어링건축사사무소","(주)한주이엔씨","지하4층/지상4층, 연면적 9,792.62㎡, 건축면적 900.11㎡, 건폐율 34.94% ,  용적율 96....","","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info2&pjt_cd=6222023062299","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info6&pjt_cd=6222023062299","https://cis.seoul.go.kr/data/edms//202405/240504171478194623031.edm","https://cis.seoul.go.kr/TotalAlimi_new/PopInfo.action?cmd=info1&pjt_cd=6222023062299","15","서초구"
