location_name,target_lat,target_lng,analysis_radius_km,nearby_construction_count,weighted_construction_risk,nearby_sinkhole_count,weighted_sinkhole_risk,avg_daily_visitors,total_daily_visitors,nearby_subway_stations,avg_subway_passengers,avg_rainfall,weighted_rainfall_risk,rainfall_amplification_factor,ongoing_construction_count,recent_sinkhole_count,population_density_score,total_subway_passengers,subway_congestion_risk,physical_risk_score,social_risk_score,final_risk_score,comprehensive_risk_level,comprehensive_risk_category,construction_rainfall_interaction,population_physical_interaction,subway_population_ratio,risk_density,activity_density,distance_from_center,total_infrastructure_risk,total_mobility_volume
당산역,37.5348,126.9026,0.2,0,0.0,260,0.4812735366678554,0.0,0,2463,72883.85140073081,0.0,0.0,1.0,0,0,0.0,179512926,1.4576770280146163,4.331461830010698,17.492124336175397,8.937693707168343,매우낮음,최저위험,0.0,0.0,179512926.0,71.12390666685843,1428518476.0894809,0.08179272583792639,260,179512926
대림역,37.4933,126.8949,0.2,0,0.0,13,0.4402122470951838,0.0,0,2463,67294.59033698741,0.0,0.0,1.0,0,0,0.0,165746576,1.3458918067397483,3.9619102238566537,16.150701680876978,8.227987233813767,매우낮음,최저위험,0.0,0.0,165746576.0,65.47624199792357,1318969343.547825,0.11074226835313568,13,165746576
대모산입구역,37.4916,127.0731,0.2,0,0.0,4,1.0,0.0,0,2463,7981.003654080389,0.0,0.0,1.0,0,0,0.0,19657212,0.15962007308160778,9.0,1.9154408769792934,6.520404306942753,매우낮음,최저위험,0.0,0.0,19657212.0,51.887728820381156,156427122.8602661,0.12105378969697869,4,19657212
대방역,37.5134,126.9265,0.2,0,0.0,20,0.5188836538391755,0.0,0,2463,25670.43036946813,0.0,0.0,1.0,0,0,0.0,63226270,0.5134086073893626,4.669952884552579,6.160903288672351,5.191785525994499,매우낮음,최저위험,0.0,0.0,63226270.0,41.314916496749014,503138670.18814045,0.07397202173794525,20,63226270
대청역,37.4937,127.0795,0.2,0,0.0,0,0.0,0.0,0,2463,18154.409663012586,0.0,0.0,1.0,0,0,0.0,44714311,0.3630881932602517,0.0,4.357058319123021,1.5249704116930571,매우낮음,최저위험,0.0,0.0,44714311.0,12.135328954491635,355825181.1299155,0.12490832638379407,0,44714311
대치역,37.4945,127.0632,0.2,0,0.0,5,1.0,0.0,0,2463,22281.474624441737,0.0,0.0,1.0,0,0,0.0,54879272,0.4456294924888347,9.0,5.347553909866017,7.721643868453106,매우낮음,최저위험,0.0,0.0,54879272.0,61.44688952297683,436715370.60423225,0.11154837515624974,5,54879272
대흥역,37.5476,126.9425,0.2,0,0.0,21,0.4026084275578389,0.0,0,2463,16738.54202192448,0.0,0.0,1.0,0,0,0.0,41227029,0.3347708404384896,3.62347584802055,4.0172500852618755,3.7612968310550134,매우낮음,최저위험,0.0,0.0,41227029.0,29.931449154914343,328074272.7171459,0.0402176578134498,21,41227029
도곡역,37.491,127.0555,0.2,0,0.0,1,1.0,0.0,0,2463,23192.15915550142,0.0,0.0,1.0,0,0,0.0,57122288,0.4638431831100284,9.0,5.566118197320341,7.798141369062121,매우낮음,최저위험,0.0,0.0,57122288.0,62.055637290781824,454564724.7959428,0.10819658035261467,1,57122288
도림천역,37.5145,126.8826,0.2,0,0.0,10,0.5871547580409938,0.0,0,2463,2412.859114900528,0.0,0.0,1.0,0,0,0.0,5942872,0.048257182298010556,5.284392822368944,0.5790861875761267,3.637535500191458,매우낮음,최저위험,0.0,0.0,5942872.0,28.94658777638603,47291872.74812091,0.10865155314122096,10,5942872
도봉산역,37.6895,127.0461,0.2,0,0.0,4,0.7757716865111554,0.0,0,2463,32351.1071863581,0.0,0.0,1.0,0,0,0.0,79680777,0.6470221437271619,6.981945178600398,7.764265724725944,7.255757369744339,매우낮음,최저위험,0.0,0.0,79680777.0,57.73948256351302,634079476.4476501,0.14059377653367627,4,79680777
도봉역,37.6792,127.0455,0.2,0,0.0,6,0.45682450483538567,0.0,0,2463,11210.153065367438,0.0,0.0,1.0,0,0,0.0,27610607,0.22420306130734877,4.111420543518471,2.6904367356881855,3.614076210777871,매우낮음,최저위험,0.0,0.0,27610607.0,28.759904682806237,219718229.29088435,0.13136795651909244,6,27610607
독립문역,37.5745,126.9579,0.2,1,1.0,1,1.0,0.0,0,2463,14906.756800649615,0.0,0.0,1.0,0,0,0.0,36715342,0.2981351360129923,21.0,3.577621632155908,14.902167571254566,낮음,하위험,0.0,0.0,36715342.0,118.58768158744542,292171408.3304737,0.021633538776631444,2,36715342
독바위역,37.6184,126.9331,0.2,0,0.0,0,0.0,0.0,0,2463,5435.654892407633,0.0,0.0,1.0,0,0,0.0,13388018,0.10871309784815267,0.0,1.3045571741778321,0.4565950109622412,매우낮음,최저위험,0.0,0.0,13388018.0,3.633467649286941,106538462.14516352,0.06862667120005317,0,13388018
독산역,37.466,126.8895,0.2,0,0.0,6,0.20000000000000004,0.0,0,2463,31301.424685343078,0.0,0.0,1.0,0,0,0.0,77095409,0.6260284937068615,1.8000000000000003,7.512341924482338,3.799319673568819,매우낮음,최저위험,0.0,0.0,77095409.0,30.234025321738187,613505771.6020697,0.13391228472398892,6,77095409
돌곶이역,37.6105,127.0564,0.2,0,0.0,10,0.44234435683867096,0.0,0,2463,17005.388550548112,0.0,0.0,1.0,0,0,0.0,41884272,0.34010777101096223,3.981099211548038,4.081293252131547,4.016167125752267,매우낮음,최저위험,0.0,0.0,41884272.0,31.959642517332142,333304446.3302733,0.089903058902357,10,41884272
동대문역,37.5717,127.0106,0.2,2,1.0,8,0.8514132460103163,0.0,0,2463,64553.44417377182,0.0,0.0,1.0,0,0,0.0,158995133,1.2910688834754365,19.662719214092846,15.49282660170524,18.203256799757185,낮음,하위험,0.0,0.0,158995133.0,144.85691500262556,1265243067.2251666,0.03301211898682307,10,158995133
동대문역사문화공원역,37.5657,127.009,0.2,0,0.0,1,1.0,0.0,0,2463,70407.03248071458,0.0,0.0,1.0,0,0,0.0,173412521,1.4081406496142916,9.0,16.8976877953715,11.764190728380026,낮음,하위험,0.0,0.0,173412521.0,93.61645529487629,1379972995.558855,0.03101032086258321,1,173412521
동대입구역,37.5591,127.0053,0.2,1,1.0,0,0.0,0.0,0,2463,20415.893625659766,0.0,0.0,1.0,0,0,0.0,50284346,0.40831787251319535,12.0,4.899814470158344,9.51493506455542,매우낮음,최저위험,0.0,0.0,50284346.0,75.71744743611987,400150111.3021587,0.02828515511713794,1,50284346
동묘앞역,37.5732,127.0164,0.2,1,1.0,7,0.8723238894370859,0.0,0,2463,36582.74949248884,0.0,0.0,1.0,0,0,0.0,90103312,0.7316549898497767,19.850915004933775,8.779859878197321,15.976045710576017,낮음,하위험,0.0,0.0,90103312.0,127.13333229501222,717019374.6875645,0.03898012313988753,8,90103312
동작역,37.5027,126.9785,0.2,0,0.0,5,0.5393958518444854,0.0,0,2463,7470.553796183516,0.0,0.0,1.0,0,0,0.0,18399974,0.1494110759236703,4.854562666600368,1.792932911084044,3.782992252169654,매우낮음,최저위험,0.0,0.0,18399974.0,30.104095830557114,146422340.7431177,0.06380195921756689,5,18399974
둔촌동역,37.5277,127.1362,0.2,0,0.0,7,0.877400683521029,0.0,0,2463,17060.311408850994,0.0,0.0,1.0,0,0,0.0,42019547,0.3412062281770199,7.89660615168926,4.094474738124239,6.565860156941503,매우낮음,최저위험,0.0,0.0,42019547.0,52.249454981368395,334380930.57661104,0.1628885508561056,7,42019547
둔촌오륜역,37.5194,127.1387,0.2,0,0.0,8,0.914859965740036,0.0,0,2129,2349.7787693752935,0.0,0.0,1.0,0,0,0.0,5002679,0.04699557538750587,8.233739691660324,0.5639469046500705,5.549312216206736,매우낮음,최저위험,0.0,0.0,5002679.0,44.16002349847713,39810054.57760099,0.16746014451206545,8,5002679
등촌역,37.5507,126.8656,0.2,0,0.0,19,0.6183936653626673,0.0,0,2463,20527.538773853026,0.0,0.0,1.0,0,0,0.0,50559328,0.41055077547706054,5.565542988264005,4.926609305724726,5.341916199375258,매우낮음,최저위험,0.0,0.0,50559328.0,42.50961843566215,402338348.5302235,0.11350506596623154,19,50559328
디지털미디어시티역,37.576,126.9013,0.2,0,0.0,7,0.543873308929938,0.0,0,2463,54025.04141291109,0.0,0.0,1.0,0,0,0.0,133063677,1.0805008282582218,4.894859780369442,12.966009939098662,7.719762335924669,매우낮음,최저위험,0.0,0.0,133063677.0,61.43191676285238,1058887097.0266671,0.07728609189238543,7,133063677
뚝섬역,37.5472,127.0474,0.2,0,0.0,0,0.0,0.0,0,2463,40873.795777507105,0.0,0.0,1.0,0,0,0.0,100672159,0.8174759155501421,0.0,9.809710986601704,3.4333988453105966,매우낮음,최저위험,0.0,0.0,100672159.0,27.322119891859355,801123586.8291619,0.07203367268160274,0,100672159
뚝섬유원지역,37.5316,127.0668,0.2,0,0.0,12,0.801186129229454,0.0,0,2463,17879.06780349168,0.0,0.0,1.0,0,0,0.0,44036144,0.35758135606983354,7.210675163065085,4.2909762728380025,6.188780551485607,매우낮음,최저위험,0.0,0.0,44036144.0,49.24875082399602,350428499.6153254,0.09541200134155624,12,44036144
마곡나루역,37.5667,126.8274,0.2,0,0.0,5,0.8400000000000001,0.0,0,2463,34083.61266747869,0.0,0.0,1.0,0,0,0.0,83947938,0.6816722533495737,7.5600000000000005,8.180067040194885,7.777023464068209,매우낮음,최저위험,0.0,0.0,83947938.0,61.88758634240553,668036464.7535979,0.15060013280206347,5,83947938
마곡역,37.5602,126.8247,0.2,0,0.0,15,0.38651454756011133,0.0,0,2463,17360.050751116523,0.0,0.0,1.0,0,0,0.0,42757805,0.3472010150223305,3.4786309280410017,4.166412180267966,3.7193543663204394,매우낮음,최저위험,0.0,0.0,42757805.0,29.597681625516095,340255801.0754679,0.15342939744389297,15,42757805
마들역,37.6652,127.0577,0.2,0,0.0,1,1.0,0.0,0,2463,22854.547706049532,0.0,0.0,1.0,0,0,0.0,56290751,0.45709095412099066,9.0,5.485091449451888,7.7697820073081605,매우낮음,최저위험,0.0,0.0,56290751.0,61.82996066047813,447947563.6002525,0.12686126280311333,1,56290751
마장역,37.5661,127.043,0.2,1,3.0,5,0.20000000000000004,0.0,0,2463,10814.503857084856,0.0,0.0,1.0,1,0,0.0,26636123,0.21629007714169712,37.800000000000004,2.595480925700366,25.478418323995133,보통,중위험,0.0,0.0,26636123.0,202.7508109213474,211963532.01268622,0.06500123075759066,6,26636123
마천역,37.495,127.1529,0.2,0,0.0,1,0.4,0.0,0,2463,11912.315468940316,0.0,0.0,1.0,0,0,0.0,29340033,0.23824630937880634,3.5999999999999996,2.858955712545676,3.3406344993909864,매우낮음,최저위험,0.0,0.0,29340033.0,26.583924682069735,233480564.12146655,0.18895041677647303,1,29340033
마포구청역,37.5635,126.9034,0.2,0,0.0,26,0.5421964964764272,0.0,0,2463,25392.293138449048,0.0,0.0,1.0,0,0,0.0,62541218,0.5078458627689809,4.879768468287844,6.094150353227771,5.304802128016818,매우낮음,최저위험,0.0,0.0,62541218.0,42.214274039914095,497687199.584391,0.07466029734737495,26,62541218
마포역,37.5396,126.9459,0.2,0,0.0,18,0.6179143580103531,0.0,0,2463,26291.586682907026,0.0,0.0,1.0,0,0,0.0,64756178,0.5258317336581405,5.561229222093178,6.309980803897687,5.823292275724755,매우낮음,최저위험,0.0,0.0,64756178.0,46.34028753752236,515313291.22193223,0.04188102195505577,18,64756178
망우역,37.5993,127.0924,0.2,0,0.0,0,0.0,0.0,0,2463,14826.27161997564,0.0,0.0,1.0,0,0,0.0,36517107,0.2965254323995128,0.0,3.558305188794154,1.2454068160779537,매우낮음,최저위험,0.0,0.0,36517107.0,9.910632546957263,290593904.3232826,0.11900924333849404,0,36517107
망원역,37.5561,126.9101,0.2,1,1.0,0,0.0,0.0,0,2463,28844.18798213561,0.0,0.0,1.0,0,0,0.0,71043235,0.5768837596427122,12.0,6.922605115712547,10.22291179049939,낮음,하위험,0.0,0.0,71043235.0,81.35134721251981,565344101.1744573,0.06869184813352451,1,71043235
매봉역,37.4869,127.0467,0.2,0,0.0,0,0.0,0.0,0,2463,21310.043848964677,0.0,0.0,1.0,0,0,0.0,52486638,0.42620087697929354,0.0,5.1144105237515225,1.7900436833130327,매우낮음,최저위험,0.0,0.0,52486638.0,14.24471502748462,417675394.19874555,0.10514680213872803,0,52486638
먹골역,37.6106,127.0778,0.2,0,0.0,6,1.0,0.0,0,2463,19256.693463256193,0.0,0.0,1.0,0,0,0.0,47429236,0.3851338692651239,9.0,4.621606431181487,7.467562250913521,매우낮음,최저위험,0.0,0.0,47429236.0,59.42497225396636,377429867.82360363,0.1091093488203481,6,47429236
면목역,37.5887,127.0875,0.2,0,0.0,3,0.6912218686919697,0.0,0,2463,28834.118960617132,0.0,0.0,1.0,0,0,0.0,71018435,0.5766823792123427,6.220996818227727,6.9201885505481116,6.465713924539862,매우낮음,최저위험,0.0,0.0,71018435.0,51.45251658543084,565146749.0450233,0.11172774946271267,3,71018435
명동역,37.561,126.9864,0.2,0,0.0,14,0.9061400154749826,0.0,0,2463,60637.88103938287,0.0,0.0,1.0,0,0,0.0,149351101,1.2127576207876574,8.155260139274843,14.55309144945189,10.394501097836809,낮음,하위험,0.0,0.0,149351101.0,82.71681153474304,1188498299.0183456,0.010040418317984806,14,149351101
명일역,37.5514,127.144,0.2,0,0.0,2,1.0,0.0,0,2463,16218.76695087292,0.0,0.0,1.0,0,0,0.0,39946823,0.3243753390174584,9.0,3.892504068209501,7.212376423873325,매우낮음,최저위험,0.0,0.0,39946823.0,57.394267964944326,317886717.0633508,0.16668536228476563,2,39946823
목동역,37.5261,126.8646,0.2,0,0.0,35,0.4418168481521218,0.0,0,2463,33047.3946406821,0.0,0.0,1.0,0,0,0.0,81395733,0.660947892813642,3.9763516333690956,7.931374713763704,5.360609711507208,매우낮음,최저위험,0.0,0.0,81395733.0,42.658376678639556,647726662.6769053,0.12038156004970006,35,81395733
몽촌토성역,37.5178,127.1129,0.2,0,0.0,3,0.19999999999999998,0.0,0,2463,12465.51563134389,0.0,0.0,1.0,0,0,0.0,30702565,0.24931031262687778,1.7999999999999998,2.9917237515225334,2.2171033130328865,매우낮음,최저위험,0.0,0.0,30702565.0,17.643147580730083,244323249.26751086,0.14342140704929707,3,30702565
무악재역,37.5826,126.9502,0.2,0,0.0,4,1.0,0.0,0,2463,7702.127080795777,0.0,0.0,1.0,0,0,0.0,18970339,0.15404254161591555,9.0,1.8485104993909867,6.496978674786845,매우낮음,최저위험,0.0,0.0,18970339.0,51.7013135627479,150961161.19894812,0.03212553501500019,4,18970339
문래역,37.518,126.8948,0.2,0,0.0,9,0.5833022402180492,0.0,0,2463,39193.38814453918,0.0,0.0,1.0,0,0,0.0,96533315,0.7838677628907836,5.249720161962443,9.406413154689403,6.704562709416878,매우낮음,최저위험,0.0,0.0,96533315.0,53.35321482366434,768187712.7648503,0.09630415359681115,9,96533315
문정역,37.486,127.1225,0.2,0,0.0,11,1.0,0.0,0,2463,36707.86073893626,0.0,0.0,1.0,0,0,0.0,90411461,0.7341572147787252,9.0,8.809886577344702,8.933460302070646,매우낮음,최저위험,0.0,0.0,90411461.0,71.09021829948799,719471546.5155057,0.1654100964270391,11,90411461
미아사거리역,37.6133,127.0301,0.2,1,3.0,21,0.7478079924771772,0.0,0,2463,52130.33820544052,0.0,0.0,1.0,1,0,0.0,128397023,1.0426067641088104,42.7302719322946,12.511281169305725,32.15362516524849,보통,중위험,0.0,0.0,128397023.0,255.87041916866286,1021751044.4366888,0.07003320640954172,22,128397023
미아역,37.6267,127.026,0.2,0,0.0,2,0.20000000000000004,0.0,0,2463,29141.095818108,0.0,0.0,1.0,0,0,0.0,71774519,0.58282191636216,1.8000000000000003,6.9938629963459205,3.617852048721072,매우낮음,최저위험,0.0,0.0,71774519.0,28.789951846454958,571163474.344658,0.07699376598141172,2,71774519
반포역,37.5082,127.0116,0.2,0,0.0,21,0.7943235992723475,0.0,0,2463,11528.528217620787,0.0,0.0,1.0,0,0,0.0,28394765,0.23057056435241574,7.148912393451128,2.766846772228989,5.615189426023379,매우낮음,최저위험,0.0,0.0,28394765.0,44.684257677448166,225958360.38413706,0.06728930078400244,21,28394765
발산역,37.5587,126.8377,0.2,0,0.0,14,0.5081099014151907,0.0,0,2463,37632.895249695495,0.0,0.0,1.0,0,0,0.0,92689821,0.7526579049939099,4.572989112736717,9.03189485992692,6.133606124253287,매우낮음,최저위험,0.0,0.0,92689821.0,48.80968668268163,737602159.3226482,0.1405166538172572,14,92689821
방배역,37.4815,126.9976,0.2,0,0.0,7,0.38333068394537495,0.0,0,2463,33540.407226958996,0.0,0.0,1.0,0,0,0.0,82610023,0.6708081445391799,3.4499761555083746,8.04969773447016,5.059878708144999,매우낮음,최저위험,0.0,0.0,82610023.0,40.265235392335505,657389675.4692582,0.08723049925341814,7,82610023
방이역,37.5088,127.1261,0.2,0,0.0,5,0.6754999870613393,0.0,0,2463,13775.96833130329,0.0,0.0,1.0,0,0,0.0,33930210,0.2755193666260658,6.079499883552054,3.3062323995127896,5.108856264138311,매우낮음,최저위험,0.0,0.0,33930210.0,40.65498639918029,270008032.08230287,0.1589430715696645,5,33930210
방학역,37.6674,127.0443,0.2,0,0.0,3,1.5377287949496752,0.0,0,2463,18473.883475436458,0.0,0.0,1.0,0,0,0.0,45501175,0.3694776695087292,13.839559154547075,4.433732034104751,10.547519662392261,낮음,하위험,0.0,0.0,45501175.0,83.93449458143436,362086845.8869685,0.12073317688192517,3,45501175
방화역,37.5776,126.8128,0.2,0,0.0,0,0.0,0.0,0,2463,12814.718635809988,0.0,0.0,1.0,0,0,0.0,31562652,0.25629437271619976,0.0,3.0755324725943973,1.076436365408039,매우낮음,최저위험,0.0,0.0,31562652.0,8.566008423928155,251167604.14446482,0.16557249167660534,0,31562652
버티고개역,37.5478,127.0067,0.2,0,0.0,1,0.2,0.0,0,2463,4153.2866423061305,0.0,0.0,1.0,0,0,0.0,10229545,0.0830657328461226,1.7999999999999998,0.9967887941534712,1.518876077953715,매우낮음,최저위험,0.0,0.0,10229545.0,12.086831787518234,81404132.61654912,0.03425463472290818,1,10229545
보라매공원역,37.4954,126.9181,0.2,0,0.0,0,0.0,0.0,0,1100,4160.475454545454,0.0,0.0,1.0,0,0,0.0,4576523,0.08320950909090909,0.0,0.9985141090909091,0.34947993818181816,매우낮음,최저위험,0.0,0.0,4576523.0,2.7810729836543184,36418812.881187506,0.09296891953766084,0,4576523
보라매병원역,37.493,126.9235,0.2,0,0.0,0,0.0,0.0,0,1100,13130.386363636364,0.0,0.0,1.0,0,0,0.0,14443425,0.2626077272727273,0.0,3.1512927272727276,1.1029524545454545,매우낮음,최저위험,0.0,0.0,14443425.0,8.777016756812404,114937124.19635291,0.09150136611001117,0,14443425
보라매역,37.4999,126.9206,0.2,0,0.0,21,0.6371477147383755,0.0,0,2463,18763.42915144133,0.0,0.0,1.0,0,0,0.0,46214326,0.3752685830288266,5.734329432645379,4.503222996345919,5.303442179940569,매우낮음,최저위험,0.0,0.0,46214326.0,42.20345191697992,367761921.22801495,0.08792223837005225,21,46214326
보문역,37.5855,127.02,0.2,0,0.0,6,1.0,0.0,0,2463,16782.0125862769,0.0,0.0,1.0,0,0,0.0,41334097,0.33564025172553796,9.0,4.027683020706456,7.25968905724726,매우낮음,최저위험,0.0,0.0,41334097.0,57.77076993855215,328926292.7894941,0.046097722286468135,6,41334097
복정역,37.4707,127.1267,0.2,0,0.0,6,0.6052506284350943,0.0,0,2463,17810.852618757614,0.0,0.0,1.0,0,0,0.0,43868130,0.3562170523751523,5.447255655915848,4.2746046285018275,5.0368277963209405,매우낮음,최저위험,0.0,0.0,43868130.0,40.08180206435679,349091486.6848933,0.17688790235626903,6,43868130
봉은사역,37.5143,127.0602,0.2,2,1.0,17,0.7766421167124135,0.0,0,2463,34286.05724725944,0.0,0.0,1.0,0,0,0.0,84446559,0.6857211449451889,18.98977905041172,8.228653739342267,15.223385191537412,낮음,하위험,0.0,0.0,84446559.0,121.14385019125694,672004364.5975691,0.09737391847923116,19,84446559
봉천역,37.4825,126.9417,0.2,1,1.0,17,0.6476612100822542,0.0,0,2463,43642.12383272432,0.0,0.0,1.0,0,0,0.0,107490551,0.8728424766544863,17.828950890740288,10.474109719853836,15.25475648093003,낮음,하위험,0.0,0.0,107490551.0,121.39349498015702,855382626.3660736,0.09150786851412906,18,107490551
봉화산역,37.6174,127.0914,0.2,0,0.0,0,0.0,0.0,0,2463,16367.238733252132,0.0,0.0,1.0,0,0,0.0,40312509,0.32734477466504264,0.0,3.9281372959805116,1.374848053593179,매우낮음,최저위험,0.0,0.0,40312509.0,10.940693186481274,320796753.7893259,0.12429951729592624,0,40312509
북한산보국문역,37.6121,127.0083,0.2,0,0.0,2,1.0,0.0,0,2463,11174.177831912302,0.0,0.0,1.0,0,0,0.0,27522000,0.22348355663824604,9.0,2.681802679658953,6.788630937880634,매우낮음,최저위험,0.0,0.0,27522000.0,54.02220852951361,219013117.18875715,0.05474897259310626,2,27522000
북한산우이역,37.6629,127.0128,0.2,0,0.0,3,0.8048674697470654,0.0,0,2463,5837.5862768980915,0.0,0.0,1.0,0,0,0.0,14377975,0.11675172553796183,7.243807227723588,1.401020706455542,5.198831945279772,매우낮음,최저위험,0.0,0.0,14377975.0,41.37099011976648,114416289.64508468,0.10248902380255562,3,14377975
불광역,37.61,126.9303,0.2,4,1.0,16,0.6470163556609166,0.0,0,2463,42994.1299228583,0.0,0.0,1.0,0,0,0.0,105894542,0.859882598457166,17.82314720094825,10.318591181485992,15.196552594136461,낮음,하위험,0.0,0.0,105894542.0,120.93032316563914,842681990.287616,0.06455648689325781,20,105894542
불암산역,37.6702,127.0791,0.2,0,0.0,9,0.20000000000000004,0.0,0,2463,20342.386520503453,0.0,0.0,1.0,0,0,0.0,50103298,0.40684773041006905,1.8000000000000003,4.882172764920829,2.87876046772229,매우낮음,최저위험,0.0,0.0,50103298.0,22.90844792077695,398709377.09531367,0.14482713834085517,9,50103298
사가정역,37.5809,127.0885,0.2,0,0.0,5,0.8872019193877072,0.0,0,2463,30228.268777913116,0.0,0.0,1.0,0,0,0.0,74452226,0.6045653755582623,7.984817274489364,7.254784506699147,7.729305805762787,매우낮음,최저위험,0.0,0.0,74452226.0,61.50786128280163,592471989.6047465,0.11143433043726003,5,74452226
사당역,37.4766,126.9816,0.2,0,0.0,26,0.6836796148580657,0.0,0,2463,127547.1802679659,0.0,0.0,1.0,0,0,0.0,314148705,2.550943605359318,6.153116533722591,30.611323264311817,14.713488889428822,낮음,하위험,0.0,0.0,314148705.0,117.08622434401391,2499915963.3333807,0.0899720512159196,26,314148705
사평역,37.5042,127.0153,0.2,0,0.0,8,0.7940495578074006,0.0,0,2463,6356.065367438084,0.0,0.0,1.0,0,0,0.0,15654989,0.12712130734876168,7.146446020266605,1.5254556881851402,5.179099404038093,매우낮음,최저위험,0.0,0.0,15654989.0,41.213963545847584,124578444.16996236,0.07261253335341082,8,15654989
삼각지역,37.5344,126.9729,0.2,0,0.0,20,0.8229651384838798,0.0,0,2463,23512.630937880633,0.0,0.0,1.0,0,0,0.0,57911610,0.47025261875761265,7.4066862463549175,5.643031425091352,6.789407058912669,매우낮음,최저위험,0.0,0.0,57911610.0,54.028384704447916,460845949.6955018,0.032502615279389045,20,57911610
삼성역,37.5088,127.063,0.2,0,0.0,14,0.8357848936920997,0.0,0,2463,101910.76898091758,0.0,0.0,1.0,0,0,0.0,251006224,2.0382153796183515,7.522064043228898,24.45858455542022,13.44984622249586,낮음,하위험,0.0,0.0,251006224.0,107.0304755068036,1997444064.8215766,0.1027340741915797,14,251006224
삼성중앙역,37.513,127.053,0.2,0,0.0,5,0.6558779095559203,0.0,0,2463,12210.031262687779,0.0,0.0,1.0,0,0,0.0,30073307,0.24420062525375558,5.902901186003283,2.930407503045067,4.862528396967908,매우낮음,최저위험,0.0,0.0,30073307.0,38.69477151510762,239315773.20850486,0.09212627204006678,5,30073307
삼양사거리역,37.6213,127.0205,0.2,0,0.0,0,0.0,0.0,0,2463,4701.505075111652,0.0,0.0,1.0,0,0,0.0,11579807,0.09403010150223305,0.0,1.1283612180267968,0.3949264263093788,매우낮음,최저위험,0.0,0.0,11579807.0,3.1427246452377386,92149176.20500655,0.06934904469421593,0,11579807
삼양역,37.6269,127.0182,0.2,0,0.0,6,1.0,0.0,0,2463,3978.7945594803086,0.0,0.0,1.0,0,0,0.0,9799771,0.07957589118960617,9.0,0.9549106942752742,6.184218742996347,매우낮음,최저위험,0.0,0.0,9799771.0,49.2124491054708,77984099.79093032,0.0725548068703932,6,9799771
삼전역,37.5045,127.0874,0.2,0,0.0,3,0.6524614472838549,0.0,0,2129,12442.68717707844,0.0,0.0,1.0,0,0,0.0,26490481,0.2488537435415688,5.872153025554693,2.986244922498826,4.86208518948514,매우낮음,최저위험,0.0,0.0,26490481.0,38.691244582022726,210804549.80159673,0.12574720672842574,3,26490481
상계역,37.6607,127.0734,0.2,1,1.0,11,0.42077993474427033,0.0,0,2463,35701.09744214373,0.0,0.0,1.0,0,0,0.0,87931803,0.7140219488428745,15.787019412698434,8.568263386114495,13.260454803394056,낮음,하위험,0.0,0.0,87931803.0,105.52334648034156,699739055.1216376,0.134070130901713,12,87931803
상도역,37.5029,126.9479,0.2,0,0.0,25,0.6404469695223307,0.0,0,2463,21241.457166057655,0.0,0.0,1.0,0,0,0.0,52317709,0.4248291433211531,5.764022725700976,5.097949719853839,5.530897173654478,매우낮음,최저위험,0.0,0.0,52317709.0,44.013481246005156,416331099.929667,0.0703631295494987,25,52317709
상봉역,37.5969,127.0857,0.2,0,0.0,4,0.2,0.0,0,2463,43048.68331303289,0.0,0.0,1.0,0,0,0.0,106028907,0.8609736662606577,1.7999999999999998,10.331683995127893,4.786089398294763,매우낮음,최저위험,0.0,0.0,106028907.0,38.086489290916326,843751232.9840431,0.11190822132444876,4,106028907
상수역,37.5478,126.9224,0.2,0,0.0,1,0.4,0.0,0,2463,20242.309784815265,0.0,0.0,1.0,0,0,0.0,49856809,0.4048461956963053,3.5999999999999996,4.858154348355664,4.0403540219244825,매우낮음,최저위험,0.0,0.0,49856809.0,32.15211572152507,396747879.95692474,0.0586604636872199,1,49856809
상왕십리역,37.5644,127.0293,0.2,0,0.0,7,0.8558899044211307,0.0,0,2463,26105.985789687373,0.0,0.0,1.0,0,0,0.0,64299043,0.5221197157937475,7.703009139790176,6.26543658952497,7.199858747197354,매우낮음,최저위험,0.0,0.0,64299043.0,57.29465545899398,511675526.4764165,0.05134296446448349,7,64299043
상월곡역,37.6066,127.0488,0.2,0,0.0,2,1.0,0.0,0,2463,11558.639058059278,0.0,0.0,1.0,0,0,0.0,28468928,0.23117278116118556,9.0,2.7740733739342267,6.820925680876979,매우낮음,최저위험,0.0,0.0,28468928.0,54.27920192870115,226548530.78636327,0.08136737675506676,2,28468928
상일동역,37.5567,127.1659,0.2,0,0.0,2,1.0,0.0,0,2463,25143.866017052376,0.0,0.0,1.0,0,0,0.0,61929342,0.5028773203410475,9.0,6.03452784409257,7.962084745432399,매우낮음,최저위험,0.0,0.0,61929342.0,63.36025722760707,492818045.08642614,0.1881553879111614,2,61929342
새절역,37.5909,126.9136,0.2,0,0.0,2,1.0,0.0,0,2463,23756.479090539993,0.0,0.0,1.0,0,0,0.0,58512208,0.47512958181079984,9.0,5.701554981729598,7.845544243605359,매우낮음,최저위험,0.0,0.0,58512208.0,62.4328573807979,465625356.7210571,0.06886740883755517,2,58512208
샛강역,37.5174,126.9284,0.2,0,0.0,14,0.7292181437447034,0.0,0,2463,13040.18311002842,0.0,0.0,1.0,0,0,0.0,32117971,0.2608036622005684,6.56296329370233,3.129643946406821,5.361301522148901,매우낮음,최저위험,0.0,0.0,32117971.0,42.663881932805005,255586692.33660722,0.06979233482266795,14,32117971
