날짜,위도,경도,피해규모점수,사고발생위치,발생원인구분,발생지역지질종류,발생규모폭(m),발생규모연장(m),발생규모깊이(m),피해사망자수(명),피해부상자수(명),피해차량대수(대),시군구,지점명,지번주소,도로명주소
20180301,37.5132,127.056,3.0,서울특별시 강남구 삼성동 147-2앞 (봉은사로 86길),기타매설물 손상,,3.0,4.0,1.5,0.0,0.0,0.0,,,,
20180304,37.5022,127.0965,2.0,서울특별시 송파구 삼전동 180-6 (백제고분로 272),상수관 손상,,1.0,2.0,0.5,0.0,0.0,0.0,,,,
20180311,37.4884,126.8835,2.0,서울특별시 구로구 구로동 723-16 (구로동로17길),기타매설물 손상,,0.4,0.4,1.0,0.0,0.0,0.0,,,,
20180313,37.5293,126.8948,2.0,서울특별시 영등포구 당산동4가 93-5 (국회대로 539),하수관 손상,,0.5,0.7,1.5,0.0,0.0,1.0,,,,
20180327,37.5357,126.8943,4.0,서울특별시 영등포구 양평동4가 23-2 (양평로19길 19),하수관 손상,,5.0,5.0,1.5,0.0,0.0,1.0,,,,
20180328,37.5201,126.9308,2.0,서울특별시 영등포구 여의도동 44-11 (의사당대로1길 34),하수관 손상,,0.3,0.3,1.0,0.0,0.0,0.0,,,,
20180425,37.6527,127.0423,2.0,서울특별시 도봉구 창동 316 (해등로12길),하수관 손상,,0.8,0.6,1.3,0.0,0.0,0.0,,,,
20180426,37.5017,127.0264,2.0,서울특별시 강남구 역삼동 814-6 (강남대로100길10),하수관 손상,,0.5,1.0,1.0,0.0,0.0,0.0,,,,
20180428,37.5231,126.9721,2.0,서울특별시 용산구 용산동5가 19-389 (파크타워 104동앞),하수관 손상,,0.5,0.5,1.0,0.0,0.0,1.0,,,,
20180624,37.4915,126.8942,2.0,서울특별시 구로구 구로동 126-28 (도림로 럭키아파트 인근),기타매설공사 부실,,0.2,0.2,1.0,0.0,0.0,0.0,,,,
20180717,37.5609,126.9937,4.0,서울특별시 중구 퇴계로 196 (충무로역 3번출구),상수관 손상,,5.0,5.0,1.5,0.0,0.0,0.0,,,,
20180815,37.5103,127.0219,2.0,서울특별시 강남구 논현동 280(강남대로 논현역 7번출구 앞),다짐(되메우기) 불량,,1.5,3.0,1.0,0.0,0.0,0.0,,,,
20180904,37.5808,126.9992,2.0,서울특별시 종로구 연건동 28-2(대학로 103),하수관 손상,,1.1,1.0,1.0,0.0,0.0,0.0,,,,
20180904,37.644,127.0157,2.0,서울특별시 강북구 수유동 313-49(삼양로 119길 1),하수관 손상,,1.5,1.5,1.0,0.0,0.0,0.0,,,,
20181202,37.5121,126.9405,2.0,서울특별시 동작구 노량진동 50-2앞 (노량진초교 앞),하수관 손상,,0.7,0.7,1.0,0.0,0.0,1.0,,,,
20181209,37.5615,126.8388,3.0,서울특별시 강서구 마곡동 793-7 (마곡지구 C17-2블록 공사장 앞 보도),하수관 손상,,1.5,3.0,3.0,0.0,0.0,0.0,,,,
20190424,37.543,126.8498,2.0,서울특별시 강서구 화곡동 50-120(거성빌라 입구),하수관 손상,,1.2,1.2,1.0,0.0,0.0,0.0,,,,
20190801,37.5688,126.9796,2.0,서울특별시 중구 무교로 32 효령빌딩 앞,하수관 손상,,1.0,4.0,1.0,0.0,0.0,0.0,,,,
20190804,37.5616,127.0312,4.0,서울특별시 성동구  왕십리2동975-1 (새마을금고앞),굴착공사 부실,,4.0,4.0,3.0,0.0,0.0,0.0,,,,
20190812,37.5652,127.047,2.0,서울특별시 성동구 사근동 293-4 앞,하수관 손상,,0.3,0.8,1.5,0.0,0.0,0.0,,,,
20190905,37.5246,126.9275,8.0,서울특별시 영등포구 국제금융로 24,굴착공사 부실,,5.0,5.0,5.0,0.0,0.0,0.0,,,,
20190909,37.4663,127.0346,2.0,서울특별시 서초구 양재동 203-10번지 앞,하수관 손상,,1.2,1.2,1.0,0.0,0.0,0.0,,,,
20190915,37.5255,126.9262,2.0,서울특별시 영등포구 여의도동 23-1,다짐(되메우기) 불량,,1.0,1.5,1.5,0.0,0.0,0.0,,,,
20191125,37.5589,126.8248,5.0,서울특별시 강서구 마곡동 798-7,굴착공사 부실,,4.0,4.0,4.0,0.0,0.0,0.0,,,,
20191222,37.5243,126.9264,7.0,서울특별시 영등포구 여의도동 25-1,굴착공사 부실,,1.5,2.5,2.5,1.0,0.0,0.0,,,,
20200108,37.4945,127.1233,2.0,서울특별시 송파구 가락동 122(경찰병원 사거리),다짐(되메우기) 불량,,1.0,1.0,0.3,0.0,0.0,0.0,,,,
20200302,37.5418,126.8431,2.0,서울특별시 강서구 화곡본동 105-61(까치산로 22),하수관 손상,,1.5,1.5,1.0,0.0,0.0,0.0,,,,
20200311,37.4919,127.0813,2.0,서울특별시 강남구 일원동 617 앞(영화초교 사거리),상수관 손상,,1.5,1.5,0.5,0.0,0.0,0.0,,,,
20200515,37.5215,127.0984,2.0,서울특별시 송파구 신천동 1(올림픽대로 공항방향 유턴부 하행3교 밑단 50m),다짐(되메우기) 불량,,1.1,2.4,1.1,0.0,0.0,1.0,,,,
20200522,37.588,127.0065,2.0,서울특별시 성북구 삼선동1가 22-1(삼선교로 4-1),다짐(되메우기) 불량,,0.5,0.5,1.0,0.0,0.0,0.0,,,,
20200724,37.5476,126.9233,2.0,서울특별시 마포구 상수동 309-18,다짐(되메우기) 불량,기타,2.6,1.0,0.3,0.0,0.0,0.0,,,,
20200803,37.5196,127.0285,2.0,서울특별시 강남구 논현동 279(을지병원 앞),다짐(되메우기) 불량,,1.0,1.0,1.0,0.0,0.0,0.0,,,,
20200803,37.6124,127.024,3.0,서울특별시 강북구 미아동 1261-279,상수관 손상,기타,1.0,10.0,2.5,0.0,0.0,0.0,,,,
20200810,37.522,127.1074,2.0,서울특별시 송파구 신천동 올림픽로 435,하수관 손상,,1.5,1.5,3.0,0.0,0.0,0.0,,,,
20200812,37.5162,126.9218,2.0,서울특별시 영등포구 신길동 10-40,하수관 손상,기타,1.5,1.5,1.2,0.0,0.0,0.0,,,,
20200818,37.5488,126.9428,2.0,서울특별시 마포구 대흥동 서강대길40,다짐(되메우기) 불량,기타,0.2,0.2,6.0,0.0,0.0,0.0,,,,
20200819,37.4987,126.8862,2.0,서울특별시 구로구 구로동 514-2,하수관 손상,,1.0,1.0,1.5,0.0,0.0,0.0,,,,
20200915,37.4491,126.9083,2.0,서울특별시 금천구 시흥동 918-20,상하수관공사 부실,호상편마암,2.5,1.5,1.5,0.0,0.0,1.0,,,,
20201022,37.5502,127.0518,4.0,서울특별시 성동구 성수1가2동 13-17,굴착공사 부실,,4.0,5.0,2.0,0.0,0.0,0.0,,,,
20210309,37.5339,127.0319,2.0,서울특별시 강남구 압구정동 500(올림픽대로 공항방향 성수대교 밑단 약 200m 5차로),하수관 손상,,2.5,2.1,1.1,0.0,0.0,0.0,,,,
20210330,37.5139,127.0621,2.0,서울특별시 강남구 삼성동 160-21(봉은사로 104길 10),하수관 손상,,1.0,1.0,1.5,0.0,0.0,0.0,,,,
20210331,37.4953,127.1516,2.0,서울특별시 송파구 마천동 마천로61다길 25,하수관 손상,,0.5,0.5,1.0,0.0,0.0,0.0,,,,
20210407,37.4921,127.1503,2.0,서울특별시 송파구 거여동 33-16,기타매설물 손상,,0.7,0.7,1.9,0.0,0.0,1.0,,,,
20210608,37.5132,127.0337,2.0,서울특별시 강남구 논현동 212-16(학동로 34길 21),하수관 손상,,1.0,1.5,1.0,0.0,0.0,0.0,,,,
20210704,37.5546,127.1294,2.0,서울특별시 강동구 암사동 527,하수관 손상,,1.1,0.6,1.5,0.0,0.0,1.0,,,,
20210727,37.5862,127.0286,2.0,서울특별시 성북구 안암동5가 146-31,상수관 손상,,1.0,1.0,0.8,0.0,0.0,0.0,,,,
20210805,37.5653,126.9825,2.0,서울특별시 중구 을지로1가 140-1(숭례문방향 2차로),하수관 손상,기타,0.1,0.1,1.5,0.0,0.0,0.0,,,,
20210821,37.6177,127.056,3.0,서울특별시 성북구 장위동 124-26,굴착공사 부실,,0.9,1.8,1.7,0.0,1.0,0.0,,,,
20210825,37.5798,127.0225,2.0,서울특별시 성북구 보문동7가 105-1,다짐(되메우기) 불량,,1.0,1.0,1.5,0.0,0.0,0.0,,,,
20210904,37.5483,126.8748,2.0,서울특별시 강서구 염창동 284-76 앞,하수관 손상,,2.0,2.0,1.5,0.0,0.0,0.0,,,,
20220110,37.5834,126.8951,3.0,서울특별시 은평구 수색동 367-7일대,하수관 손상,,2.6,2.4,1.2,0.0,0.0,1.0,,,,
20220123,37.5668,126.837,3.0,서울특별시 강서구 마곡동 마곡동  775-5,굴착공사 부실,,1.5,0.5,3.0,0.0,1.0,0.0,,,,
20220123,37.5712,127.0061,2.0,서울특별시 종로구 종로5가 4-1앞 도로,상수관 손상,기타,3.0,2.0,1.0,0.0,0.0,0.0,,,,
20220623,37.57,127.0705,4.0,서울특별시 동대문구 장안동 366-6,굴착공사 부실,기타,2.0,2.0,1.5,0.0,3.0,0.0,,,,
20220623,37.6128,127.0377,3.0,서울특별시 성북구 장위동 231-226,하수관 손상,,3.0,1.0,1.0,0.0,1.0,0.0,,,,
20220624,37.5715,127.0711,2.0,서울특별시 동대문구 장안동 371-10,굴착공사 부실,기타,1.2,1.2,1.5,0.0,0.0,0.0,,,,
20220629,37.4701,126.967,2.0,서울특별시 관악구 봉천동 180-329,다짐(되메우기) 불량,,0.8,1.0,3.5,0.0,0.0,0.0,,,,
20220629,37.5912,127.0014,6.0,서울특별시 종로구 혜화로 74 경신고등학교,하수관 손상,,6.0,5.0,3.0,0.0,0.0,0.0,,,,
20220701,37.4962,127.111,3.0,서울특별시 송파구 가락동 282,하수관 손상,,2.0,4.0,1.0,0.0,1.0,0.0,,,,
20220706,37.5264,126.9262,2.0,서울특별시 영등포구 여의도동 23(IFC몰),하수관 손상,,0.4,0.4,2.5,0.0,0.0,0.0,,,,
20220710,37.5421,127.1205,2.0,서울특별시 강동구 천호동 467-8,하수관 손상,,1.2,1.3,1.5,0.0,0.0,0.0,,,,
20220808,37.5221,126.8265,4.0,서울특별시 양천구 신월동 331-51 앞 도로,하수관 손상,기타,6.0,4.0,1.5,0.0,0.0,0.0,,,,
20220809,37.4785,127.0639,3.0,서울특별시 강남구 개포동 146-1[대모지하차도 개포1단지 양재대로(수서방향)],굴착공사 부실,,1.5,1.5,2.5,0.0,0.0,2.0,,,,
20220809,37.4885,126.8974,2.0,서울특별시 영등포구 대림동 1116-37,다짐(되메우기) 불량,,1.5,2.5,2.0,0.0,0.0,0.0,,,,
20220809,37.5045,126.9389,3.0,서울특별시 동작구 상도동 장승배기역 2번출구 E/V 주변,다짐(되메우기) 불량,,6.0,1.5,1.5,0.0,0.0,0.0,,,,
20220813,37.4895,126.933,2.0,서울특별시 관악구 봉천동 673-120,하수관 손상,,0.7,0.7,1.5,0.0,0.0,0.0,,,,
20221003,37.5411,126.948,2.0,서울특별시 마포구 도화동 39-9,기타매설물 손상,기타,0.3,0.3,1.5,0.0,0.0,0.0,,,,
20221119,37.5019,126.9879,2.0,서울특별시 서초구 반포동 1192,하수관 손상,기타,1.5,1.5,1.5,0.0,0.0,0.0,,,,
20221208,37.4866,126.8386,2.0,서울특별시 구로구 천왕동 오리로 1149,다짐(되메우기) 불량,기타,0.2,0.8,0.5,0.0,1.0,0.0,,,,
20221208,37.543,126.9724,1.0,,,,,,,,,,용산구,서울대학교 입구 (신림동165),서울 용산구 갈월동 97-1,서울특별시 용산구 한강대로 277-3
20221208,37.5805,126.9515,1.0,,,,,,,,,,서대문구,서울대학교 입구 (신림동165),서울 서대문구 홍제동 37,서울특별시 서대문구 통일로 335-1
20221209,37.5586,126.969,1.0,,,,,,,,,,중구,시흥동시계 (시흥동700),서울 중구 중림동 89-2,서울특별시 중구 청파로 437
20221219,37.5708,127.0215,1.0,,,,,,,,,,중구,,서울 중구 황학동 2545,서울특별시 중구 청계천로 400
20221222,37.5197,126.9143,1.0,,,,,,,,,,영등포구,남부순환로 (신월동438-8),서울 영등포구 영등포동2가 94-32,
20221223,37.6463,126.9102,1.0,,,,,,,,,,은평구,,서울 은평구 진관동 36,서울특별시 은평구 통일로 1190
20221226,37.6377,127.0169,1.0,,,,,,,,,,강북구,서라벌중고앞 (돈암동7),서울 강북구 수유동 386-1,서울특별시 강북구 삼양로95길 7
20221227,37.4979,126.8472,1.0,,,,,,,,,,구로구,중랑구시계 (망우동산52-4),서울 구로구 개봉동 74-44,
20221227,37.5342,126.9677,1.0,,,,,,,,,,용산구,원효대교남단,서울 용산구 신계동 4-4,서울특별시 용산구 백범로90다길 69
20221227,37.547,126.9538,1.0,,,,,,,,,,마포구,중랑구시계 (망우동산52-4),서울 마포구 공덕동 237-9,서울특별시 마포구 마포대로 144
20221227,37.5707,126.9988,1.0,,,,,,,,,,종로구,중랑구시계 (망우동산52-4),서울 종로구 종로4가 183,서울특별시 종로구 종로 190-2
20221227,37.5714,127.0085,1.0,,,,,,,,,,종로구,오류동시계 (온수동산17),서울 종로구 종로6가 78-2,서울특별시 종로구 종로 275
20221228,37.5835,126.8923,1.0,,,,,,,,,,은평구,독립문 (현저동104),서울 은평구 수색동 411-7,서울특별시 은평구 수색로 291
20221228,37.6071,126.9225,1.0,,,,,,,,,,은평구,은평구시계 (갈현동 산131),서울 은평구 대조동 179-38,서울특별시 은평구 서오릉로 74
20221229,37.5183,126.9132,1.0,,,,,,,,,,영등포구,중랑구시계 (망우동산52-4),서울 영등포구 영등포동2가 139-2,서울특별시 영등포구 경인로112길 1
20221229,37.5334,126.9591,1.0,,,,,,,,,,용산구,원효로1가112-4 (남영역),서울 용산구 한강로3가 16-7,서울특별시 용산구 청파로 75
20221229,37.5463,126.946,1.0,,,,,,,,,,마포구,신촌로타리 (노고산동 31-21),서울 마포구 염리동 148-11,서울특별시 마포구 백범로 133
20221229,37.6027,127.0135,1.0,,,,,,,,,,성북구,,서울 성북구 정릉동 966-330,서울특별시 성북구 아리랑로 122
20221230,37.4696,127.0341,1.0,,,,,,,,,,서초구,,서울 서초구 양재동 201-4,
20221230,37.4803,127.0433,1.0,,,,,,,,,,강남구,구룡산앞로타리 (양재동402-6),서울 강남구 도곡동 468,서울특별시 서초구 논현로 117
20221230,37.5216,127.015,1.0,,,,,,,,,,서초구,,서울 서초구 잠원동 115,서울특별시 서초구 잠원로 213-10
20221230,37.5343,126.9673,1.0,,,,,,,,,,용산구,원효대교남단,서울 용산구 한강로2가 11-23,서울특별시 용산구 백범로90다길 75
20221230,37.5605,126.8978,1.0,,,,,,,,,,마포구,사천교로타리 (연희동446-13),서울 마포구 성산동 565-9,서울특별시 마포구 방울내로11길 153
20221230,37.6128,127.0706,1.0,,,,,,,,,,성북구,강남구 세곡동 시계,서울 성북구 석관동 375-3,
20221231,37.5052,127.011,1.0,,,,,,,,,,서초구,삼성동171-3,서울 서초구 반포동 128-7,서울특별시 서초구 사평대로 253
20221231,37.5123,126.8535,1.0,,,,,,,,,,양천구,영등포로타리 (영등포동1가94),서울 양천구 신정동 1266,서울특별시 양천구 신정로 290
20221231,37.5125,127.0678,1.0,,,,,,,,,,강남구,,서울 강남구 삼성동 186-5,
20221231,37.5309,127.066,1.0,,,,,,,,,,광진구,,서울 광진구 자양동 110-1,서울특별시 광진구 강변북로 2202
20221231,37.5342,126.9929,1.0,,,,,,,,,,용산구,창신동4거리 (창신동83),서울 용산구 이태원동 119-23,서울특별시 용산구 이태원로 172
20221231,37.537,126.8338,1.0,,,,,,,,,,양천구,신월동시계 (신월동산29-125),서울 양천구 신월동 263,서울특별시 양천구 가로공원로 161
20221231,37.5479,127.1329,2.0,서울특별시 강동구 암사동 상암로 87-1(암사동 490-48),하수관 손상,,0.4,0.4,0.5,0.0,1.0,0.0,,,,
20230101,37.4534,126.8924,1.0,,,,,,,,,,금천구,,서울 금천구 독산동 754-3,
20230101,37.4809,126.9113,1.0,,,,,,,,,,관악구,행주대교,서울 관악구 신림동 543,서울특별시 관악구 남부순환로 1444
20230101,37.4902,126.9188,1.0,,,,,,,,,,관악구,,서울 관악구 신림동 808-152,서울특별시 관악구 봉천로 157
20230101,37.4983,127.0268,1.0,,,,,,,,,,서초구,,서울 서초구 서초동 1373,서울특별시 서초구 강남대로 399
20230101,37.5024,127.0059,1.0,,,,,,,,,,서초구,,서울 서초구 반포동 513-2,서울특별시 서초구 반포대로 222
20230101,37.5042,127.0241,1.0,,,,,,,,,,서초구,삼성동171-3,서울 서초구 서초동 1413,서울특별시 서초구 사평대로 376-2
20230101,37.5179,127.0194,1.0,,,,,,,,,,강남구,재동로타리 (가회동95),서울 강남구 신사동 667,서울특별시 강남구 강남대로 628
20230101,37.5253,127.053,1.0,,,,,,,,,,강남구,신사동4거리 (신사동 501-3),서울 강남구 청담동 77,서울특별시 강남구 도산대로 541
20230101,37.5268,127.0542,1.0,,,,,,,,,,강남구,,서울 강남구 청담동 139-28,서울특별시 강남구 도산대로101길 38
20230101,37.5281,126.9179,1.0,,,,,,,,,,영등포구,국회의사당R (여의도동17-1),서울 영등포구 여의도동 1-6,서울특별시 영등포구 국회대로 758
20230101,37.5349,126.9051,1.0,,,,,,,,,,영등포구,삼성동171-3,서울 영등포구 당산동 91-30,서울특별시 영등포구 당산로54길 11
20230101,37.5357,126.9029,1.0,,,,,,,,,,영등포구,김포공항 정문 (과해동624-10),서울 영등포구 당산동 91-30,서울특별시 영등포구 당산로 247-1
20230101,37.5656,126.9881,1.0,,,,,,,,,,중구,,서울 중구 을지로2가 203,서울특별시 중구 을지로 100
20230101,37.6613,127.0569,1.0,,,,,,,,,,노원구,노원구 상계동시계,서울 노원구 상계동 699,
20230102,37.4498,126.92,1.0,,,,,,,,,,금천구,,,금천구 금하로 816
20230102,37.4622,126.9211,1.0,,,,,,,,,,관악구,호압산길 (신림7동산102-6),관악구 신림동 1735-16,관악구 난곡로 30
20230102,37.4638,126.9192,1.0,,,,,,,,,,관악구,호압산길 (신림7동산102-6),관악구 신림동 808-163,관악구 난곡로 94
20230102,37.4677,126.9317,1.0,,,,,,,,,,관악구,동빙1교 (신림2동 116),,관악구 호암로 561
20230102,37.4778,126.8855,1.0,,,,,,,,,,금천구,서서울정보산업고 (궁동 4-41),서울 금천구 가산동 60-35,서울특별시 금천구 벚꽃로 254
20230102,37.4839,127.0345,1.0,,,,,,,,,,강남구,복정4거리 (장지동608-5),서울 서초구 서초동 1366-9,서울특별시 서초구 남부순환로 지하 2585
20230102,37.4856,126.9944,1.0,,,,,,,,,,서초구,경남아파트R (방배동 1026-24),서울 서초구 방배동 936-15,서울특별시 서초구 방배로 131
20230102,37.4863,126.9291,1.0,,,,,,,,,,관악구,서울대학교입구 (신림동686),관악구 신림동 1467-9,관악구 신림로 359
20230102,37.4911,127.0086,1.0,,,,,,,,,,서초구,동십자각로타리 (중학동 37),서울 서초구 서초동 1748-15,서울특별시 서초구 반포대로 122
20230102,37.4926,127.0293,1.0,,,,,,,,,,서초구,청담교동단,서초구 서초동 1419,서초구 사임당로 180
20230102,37.496,127.028,1.0,,,,,,,,,,서초구,복정4거리 (장지동608-5),서초구 서초동 1374,서초구 강남대로 373
20230102,37.4966,127.024,1.0,,,,,,,,,,서초구,신창아파트R (암사동462),,서초구 서초대로 392
20230102,37.4974,127.0245,1.0,,,,,,,,,,서초구,신창아파트R (암사동462),서초구 서초동 1377,서초구 서초대로 397
20230102,37.5024,127.0059,1.0,,,,,,,,,,서초구,동십자각로타리 (중학동 37),,서초구 반포대로 222
20230102,37.5042,127.0154,1.0,,,,,,,,,,서초구,삼성동171-3,,서초구 사평대로 285
20230102,37.5043,127.0011,1.0,,,,,,,,,,서초구,우면동시계 (우면동418),서울 서초구 반포동 128-3,서울특별시 서초구 반포대로 287
20230102,37.506,127.0036,1.0,,,,,,,,,,서초구,청담가로공원 (청담동135-10),서초구 반포동 19-11,서초구 신반포로 177-2
20230102,37.5079,126.8744,1.0,,,,,,,,,,양천구,독산동길 (독산동 178-7),서울 양천구 신정동 871-10,
20230102,37.5101,126.8732,1.0,,,,,,,,,,양천구,광명고가차도 (구로1동 시계),서울 양천구 신정동 330-8,서울특별시 양천구 안양천로 710
20230102,37.5124,126.9262,1.0,,,,,,,,,,동작구,한강대교남단 (노량진본동126),동작구 대방동 117-4,동작구 노량진로 4
20230102,37.5204,126.9923,1.0,,,,,,,,,,용산구,반포대교북단 (서빙고동185-4),서울 용산구 서빙고동 241-20,서울특별시 용산구 서빙고로57길 20
20230102,37.5204,126.9923,1.0,,,,,,,,,,용산구,반포대교북단 (서빙고동185-4),서울 용산구 서빙고동 241-26,서울특별시 용산구 서빙고로57길 20
20230102,37.5342,126.9677,1.0,,,,,,,,,,용산구,원효로1가112-4 (남영역),서울 용산구 신계동 4-3,서울특별시 용산구 백범로90다길 69
20230102,37.5484,126.978,1.0,,,,,,,,,,용산구,서울역앞 (동자동12-5),서울 용산구 후암동 214-6,서울특별시 용산구 후암로 28
20230102,37.5513,127.0464,1.0,,,,,,,,,,성동구,강동구시계 (서하남입구로타리),서울 성동구 성수동1가 656-660,서울특별시 성동구 광나루로 144
20230102,37.5619,126.9682,1.0,,,,,,,,,,서대문구,한양공고앞 (신당동251),서울 서대문구 미근동 324,서울특별시 서대문구 서소문로 63
20230102,37.5872,126.8876,1.0,,,,,,,,,,은평구,독립문 (현저동104),서울 은평구 수색동 411,서울특별시 은평구 수색로 350
20230103,37.4475,126.9041,1.0,,,,,,,,,,금천구,서울시상수도 사업본부앞 (중림동406),금천구 시흥동 1000-92,금천구 시흥대로38길 81
20230103,37.452,126.9021,1.0,,,,,,,,,,금천구,서울시상수도 사업본부앞 (중림동406),금천구 시흥동 1000-92,금천구 시흥대로 202
20230103,37.4525,126.9018,1.0,,,,,,,,,,금천구,서울시상수도 사업본부앞 (중림동406),금천구 시흥동 1000-92,금천구 시흥대로 208
20230103,37.4606,126.8986,1.0,,,,,,,,,,금천구,서울시상수도 사업본부앞 (중림동406),,금천구 시흥대로 302
20230103,37.4749,126.8995,1.0,,,,,,,,,,금천구,서울시상수도 사업본부앞 (중림동406),,금천구 시흥대로 460
20230103,37.4759,127.0025,1.0,,,,,,,,,,서초구,면목동 (면목동 524-33),서울 서초구 방배동 1034-2,서울특별시 서초구 방배로2길 24-6
20230103,37.4836,126.9966,1.0,,,,,,,,,,서초구,삼호아파트 (방배본동829),,서초구 방배로 104
20230103,37.4855,126.9847,1.0,,,,,,,,,,서초구,남성초교 (사당동산24-2),,서초구 서초대로 22
20230103,37.49,126.8954,1.0,,,,,,,,,,구로구,,서울 구로구 구로동 1217,서울특별시 구로구 디지털로 319
20230103,37.49,126.8954,1.0,,,,,,,,,,구로구,,서울 구로구 구로동 1217,서울특별시 구로구 디지털로 319
20230103,37.4923,127.0286,1.0,,,,,,,,,,서초구,청담교동단,,서초구 사임당로 174
20230103,37.4924,126.9271,1.0,,,,,,,,,,관악구,노량진3거리 (노량진62-12),서울 관악구 봉천동 728-1,서울특별시 관악구 보라매로 34
20230103,37.4926,127.0293,1.0,,,,,,,,,,서초구,청담교동단,서초구 서초동 1419,서초구 사임당로 180
20230103,37.4953,126.8517,1.0,,,,,,,,,,구로구,행주대교,서울 구로구 개봉동 232-16,서울특별시 구로구 남부순환로95길 88
20230103,37.4974,127.0245,1.0,,,,,,,,,,서초구,,서초구 서초동 1379,서초구 서초대로 397
20230103,37.4996,126.9979,1.0,,,,,,,,,,서초구,삼성동171-3,서울 서초구 반포동 128-12,서울특별시 서초구 사평대로 122
20230103,37.4998,127.0787,1.0,,,,,,,,,,강남구,행주대교,서울 강남구 대치동 18-13,서울특별시 강남구 남부순환로 3183
20230103,37.5045,127.0078,1.0,,,,,,,,,,서초구,김포공항 정문 (과해동624-10),서울 서초구 반포동 118-14,서울특별시 서초구 사평대로 205
20230103,37.505,126.9142,1.0,,,,,,,,,,영등포구,해군회관앞로타리 (신길동832),,영등포구 가마산로 521
20230103,37.5089,126.94,1.0,,,,,,,,,,동작구,서울대학교입구 (신림동686),동작구 노량진동 231-113,동작구 장승배기로 127
20230103,37.5179,127.0701,1.0,,,,,,,,,,송파구,,서울 송파구 잠실동 3,
20230103,37.5191,126.9423,1.0,,,,,,,,,,영등포구,,서울 영등포구 여의도동 70-1,
20230103,37.5191,126.9897,1.0,,,,,,,,,,용산구,마포구 성산동,서울 용산구 서빙고동 271-89,서울특별시 용산구 이촌로 347
20230103,37.5205,126.9652,1.0,,,,,,,,,,용산구,은평구시계 (진관내동569),서울 용산구 이촌동 302-29,
20230103,37.5255,127.047,1.0,,,,,,,,,,강남구,우면3거리로타리 (서초동418),서울 강남구 청담동 145,서울특별시 강남구 압구정로 459
20230103,37.5267,126.91,1.0,,,,,,,,,,영등포구,김포공항 정문 (과해동624-10),서울 영등포구 당산동 365-1,서울특별시 영등포구 버드나루로14길 23-1
20230103,37.5651,126.9126,1.0,,,,,,,,,,마포구,,서울 마포구 성산동 96-19,서울특별시 마포구 월드컵북로12안길 89
20230104,37.4783,126.9611,1.0,,,,,,,,,,관악구,행주대교,관악구 봉천동 1693-38,관악구 남부순환로 1905
20230104,37.4796,127.0653,1.0,,,,,,,,,,강남구,우면동시계 (우면동627-1),서울 강남구 개포동 146-1,
20230104,37.4839,127.0345,1.0,,,,,,,,,,강남구,복정4거리 (장지동608-5),서울 서초구 서초동 1366-9,서울특별시 서초구 남부순환로 지하 2585
20230104,37.4855,127.0981,1.0,,,,,,,,,,강남구,세곡동시계 (세곡동158-2),서울 강남구 수서동 740,서울특별시 강남구 광평로 232
20230104,37.4891,126.8249,1.0,,,,,,,,,,구로구,중랑구시계 (망우동산52-4),구로구 오류동 108-106,구로구 경인로 18
20230104,37.4891,126.8249,1.0,,,,,,,,,,구로구,중랑구시계 (망우동산52-4),,구로구 경인로 18
20230104,37.4929,126.9271,1.0,,,,,,,,,,관악구,서울대학교입구 (신림동686),관악구 봉천동 844-4,관악구 보라매로 42
20230104,37.4929,126.9271,1.0,,,,,,,,,,관악구,노량진3거리 (노량진62-12),,관악구 보라매로 42
20230104,37.4932,126.9267,1.0,,,,,,,,,,관악구,,서울 관악구 봉천동 725-9,서울특별시 관악구 보라매로 41
20230104,37.4945,126.8644,1.0,,,,,,,,,,구로구,중랑구시계 (망우동산52-4),구로구 고척동 69-9,구로구 경인로 390
20230104,37.496,126.8433,1.0,,,,,,,,,,구로구,오류동시계 (온수동산17),,구로구 경인로 201
20230104,37.4961,126.8434,1.0,,,,,,,,,,구로구,오류동시계 (온수동산17),구로구 오류동 6-2,구로구 경인로 203
20230104,37.4964,126.8631,1.0,,,,,,,,,,구로구,중랑구시계 (망우동산52-4),구로구 고척동 69-9,구로구 경인로 382
20230104,37.4964,126.8631,1.0,,,,,,,,,,구로구,중랑구시계 (망우동산52-4),구로구 고척동 69-9,구로구 경인로 382
20230104,37.4966,126.9279,1.0,,,,,,,,,,동작구,노량진3거리 (노량진62-12),동작구 신대방동 342-57,동작구 보라매로 82-1
20230104,37.4978,126.8467,1.0,,,,,,,,,,구로구,오류동시계 (온수동산17),,구로구 경인로 237
20230104,37.4978,126.8467,1.0,,,,,,,,,,구로구,오류동시계 (온수동산17),구로구 오류동 6-351,구로구 경인로 237
20230104,37.5034,127.0905,1.0,,,,,,,,,,송파구,위례성길 (방이동45-4),서울 송파구 삼전동 75-2,서울특별시 송파구 백제고분로 216
20230104,37.5041,126.8457,1.0,,,,,,,,,,구로구,행주대교,구로구 개봉동 100,구로구 고척로23길 56
20230104,37.5041,126.8457,1.0,,,,,,,,,,구로구,행주대교,구로구 개봉동 416-161,구로구 고척로23길 56
20230104,37.5062,126.8448,1.0,,,,,,,,,,양천구,행주대교,양천구 신정동 857-3,구로구 고척로25길 108
20230104,37.5062,126.8448,1.0,,,,,,,,,,양천구,행주대교,양천구 신정동 857-3,구로구 고척로25길 108
