날짜,위도,경도,피해규모점수,사고발생위치,발생원인구분,발생지역지질종류,발생규모폭(m),발생규모연장(m),발생규모깊이(m),피해사망자수(명),피해부상자수(명),피해차량대수(대),시군구,지점명,지번주소,도로명주소
20230428,37.5022,126.8696,1.0,,,,,,,,,,구로구,광명고가차도 (구로1동 시계),구로구 고척동 60-19,구로구 안양천로537길 34
20230428,37.5033,126.911,1.0,,,,,,,,,,영등포구,해군회관앞로타리 (신길동832),영등포구 신길동 235-29,영등포구 신길로28길 9
20230428,37.5037,126.9174,1.0,,,,,,,,,,영등포구,해군회관앞로타리 (신길동832),,영등포구 여의대방로35가길 19
20230428,37.5046,126.9383,1.0,,,,,,,,,,동작구,경인입구입구로타리 (양평동3가69),동작구 상도동 26-20,동작구 상도로 177
20230428,37.5064,126.9108,1.0,,,,,,,,,,영등포구,,,영등포구 신길로 157
20230428,37.5066,126.9108,1.0,,,,,,,,,,영등포구,대림3거리 (대림1동948-1),영등포구 신길동 232-3,영등포구 신길로 161
20230428,37.5104,126.9404,1.0,,,,,,,,,,동작구,노량진3거리 (노량진62-12),동작구 노량진동 231-124,동작구 장승배기로 144
20230428,37.512,126.8744,1.0,,,,,,,,,,양천구,올림픽대로유입램프 (염창동103),양천구 신정동 330-8,
20230428,37.5144,126.9016,1.0,,,,,,,,,,영등포구,중랑구시계 (망우동산52-4),영등포구 문래동1가 10-1,영등포구 경인로 794-1
20230428,37.516,126.9061,1.0,,,,,,,,,,영등포구,중랑구시계 (망우동산52-4),영등포구 영등포동4가 423-98,영등포구 경인로 838-1
20230428,37.5173,126.9395,1.0,,,,,,,,,,영등포구,,서울 영등포구 여의도동 70-3,
20230428,37.5176,126.9167,1.0,,,,,,,,,,영등포구,남부순환로 (신월동438-8),영등포구 신길동 28-5,
20230428,37.5187,126.9119,1.0,,,,,,,,,,영등포구,,영등포구 영등포동2가 174-1,영등포구 영등포로53길 1
20230428,37.5191,127.0277,1.0,,,,,,,,,,강남구,,서울 강남구 논현동 279,서울특별시 강남구 도산대로 174
20230428,37.5209,126.9009,1.0,,,,,,,,,,영등포구,한강대교남단 (노량진본동126),서울 영등포구 영등포동 336-2,서울특별시 영등포구 영신로 145
20230428,37.5259,126.8339,1.0,,,,,,,,,,양천구,,서울 양천구 신월동 215,
20230428,37.5294,126.8382,1.0,,,,,,,,,,양천구,,양천구 신월동 829,양천구 월정로 117
20230428,37.5306,126.908,1.0,,,,,,,,,,영등포구,,서울 영등포구 당산동 121-253,서울특별시 영등포구 버드나루로 130
20230428,37.533,126.8676,1.0,,,,,,,,,,양천구,남부순환로 (신월동223-1),서울 양천구 목동 868,서울특별시 양천구 목동중앙서로 33
20230428,37.5349,126.9051,1.0,,,,,,,,,,영등포구,삼성동171-3,영등포구 당산동 99-9,영등포구 당산로54길 11
20230428,37.5377,126.9009,1.0,,,,,,,,,,영등포구,김포공항 정문 (과해동624-10),영등포구 양평동 189-8,
20230428,37.5412,126.8165,1.0,,,,,,,,,,강서구,올림픽대로 (방화동51-3),강서구 외발산동 산 71-16,
20230428,37.5412,126.8165,1.0,,,,,,,,,,강서구,올림픽대로 (방화동51-3),강서구 외발산동 산 71-16,
20230428,37.5412,126.8165,1.0,,,,,,,,,,강서구,부천시계 (외발산동산17-1),강서구 외발산동 산 71-16,
20230428,37.5439,126.9528,1.0,,,,,,,,,,마포구,서울역 (봉래동2가43),서울 마포구 공덕동 256-7,서울특별시 마포구 만리재로 14
20230428,37.5466,126.8857,1.0,,,,,,,,,,영등포구,삼성동171-3,서울 영등포구 양화동 1-54,
20230428,37.5539,126.7684,1.0,,,,,,,,,,강서구,,강서구 오곡동 673-7,강서구 벌말로 254
20230428,37.5552,126.9829,1.0,,,,,,,,,,중구,우면동시계 (우면동418),서울 중구 회현동1가 산 1-16,서울특별시 중구 소파로 57
20230428,37.5643,126.8071,1.0,,,,,,,,,,강서구,행주대교,강서구 방화동 635-2,강서구 개화동로27길 9
20230428,37.5705,127.1585,1.0,,,,,,,,,,강동구,행주대교 남단 (개화I.C),강동구 고덕동 366-25,
20230428,37.579,126.8001,1.0,,,,,,,,,,강서구,면목동 (면목동 524-33),강서구 개화동 448-2,강서구 개화동로7길 4-22
20230428,37.5964,127.0385,1.0,,,,,,,,,,성북구,,성북구 종암동 7-104,성북구 월곡로 43
20230428,37.5964,127.0385,1.0,,,,,,,,,,성북구,,성북구 종암동 7-104,성북구 월곡로 43
20230428,37.5974,127.0394,1.0,,,,,,,,,,성북구,,성북구 종암동 4-82,성북구 월곡로 56-1
20230428,37.5974,127.0394,1.0,,,,,,,,,,성북구,,,성북구 월곡로 56-1
20230428,37.6122,127.0358,1.0,,,,,,,,,,성북구,미아3거리 (미아동 4-11),성북구 하월곡동 산 2-77,강북구 월계로 57
20230428,37.6122,127.0358,1.0,,,,,,,,,,성북구,미아3거리 (미아동 4-11),성북구 하월곡동 산 2-77,강북구 월계로 57
20230428,37.6122,127.0358,1.0,,,,,,,,,,성북구,미아3거리 (미아동 4-11),성북구 하월곡동 산 2-77,강북구 월계로 57
20230428,37.6122,127.0358,1.0,,,,,,,,,,성북구,미아3거리 (미아동 4-11),성북구 하월곡동 산 2-77,강북구 월계로 57
20230428,37.6122,127.0358,1.0,,,,,,,,,,성북구,미아3거리 (미아동 4-11),성북구 하월곡동 산 2-77,강북구 월계로 57
20230428,37.6122,127.0358,1.0,,,,,,,,,,성북구,미아3거리 (미아동 4-11),성북구 하월곡동 산 2-77,강북구 월계로 57
20230428,37.6122,127.0358,1.0,,,,,,,,,,성북구,미아3거리 (미아동 4-11),성북구 하월곡동 산 2-77,강북구 월계로 57
20230428,37.6558,127.0761,1.0,,,,,,,,,,노원구,미아3거리 (미아동 4-11),노원구 중계동 391,노원구 덕릉로76길 29
20230428,37.6564,127.0777,1.0,,,,,,,,,,노원구,미아3거리 (미아동 4-11),노원구 중계동 391,노원구 한글비석로 325
20230428,37.6703,127.079,1.0,,,,,,,,,,노원구,상계동시계 (상계동65-16),,노원구 상계로 305
20230428,37.6703,127.079,1.0,,,,,,,,,,노원구,상계동시계 (상계동65-16),노원구 상계동 111,노원구 상계로 305
20230428,37.6703,127.079,1.0,,,,,,,,,,노원구,상계동시계 (상계동65-16),노원구 상계동 111,노원구 상계로 305
20230428,37.6703,127.079,1.0,,,,,,,,,,노원구,상계동시계 (상계동65-16),노원구 상계동 111,노원구 상계로 305
20230429,37.4597,127.0539,1.0,,,,,,,,,,서초구,복정4거리 (장지동608-5),서울 서초구 염곡동 189-10,
20230429,37.466,126.8963,1.0,,,,,,,,,,금천구,독산동길 (독산동 1023-17),서울 금천구 독산동 1081-11,서울특별시 금천구 범안로 1212
20230429,37.4673,126.9315,1.0,,,,,,,,,,관악구,동빙1교 (신림2동 116),서울 관악구 신림동 산 66-2,서울특별시 관악구 호암로 557
20230429,37.475,127.1076,1.0,,,,,,,,,,강남구,,서울 강남구 자곡동 24-10,서울특별시 강남구 밤고개로21길 25
20230429,37.4998,127.0787,1.0,,,,,,,,,,강남구,행주대교,서울 강남구 대치동 1-12,서울특별시 강남구 남부순환로 3183
20230429,37.5014,126.9828,1.0,,,,,,,,,,동작구,,서울 동작구 동작동 126-12,
20230429,37.5025,126.9004,1.0,,,,,,,,,,영등포구,대방천4거리로타리 (신길동477),서울 영등포구 신길동 387-8,서울특별시 영등포구 가마산로 386
20230429,37.5034,126.9006,1.0,,,,,,,,,,영등포구,도림교동단 (문래동97-7),서울 영등포구 신길동 387-8,서울특별시 영등포구 가마산로49길 2
20230429,37.5038,126.899,1.0,,,,,,,,,,영등포구,대방천4거리로타리 (신길동477),서울 영등포구 대림동 707-40,서울특별시 영등포구 대림로44길 25
20230429,37.5057,127.0975,1.0,,,,,,,,,,송파구,,서울 송파구 석촌동 187-1,서울특별시 송파구 삼학사로 96
20230429,37.5182,126.911,1.0,,,,,,,,,,영등포구,오류동시계 (온수동산17),서울 영등포구 영등포동3가 35,서울특별시 영등포구 경인로 887
20230429,37.5276,126.9095,1.0,,,,,,,,,,영등포구,삼성동171-3,,영등포구 버드나루로14가길 24
20230429,37.5298,126.9193,1.0,,,,,,,,,,영등포구,경인고속입구 로타리 (양평동3가57),서울 영등포구 여의도동 1-1,서울특별시 영등포구 국회대로 780
20230429,37.53,126.8359,1.0,,,,,,,,,,양천구,남부순환로 (신월동223-1),양천구 신월동 824,양천구 곰달래로 27
20230429,37.5306,126.908,1.0,,,,,,,,,,영등포구,삼성동171-3,영등포구 당산동 121-253,영등포구 버드나루로 130
20230429,37.5321,126.9568,1.0,,,,,,,,,,용산구,원효로1가112-4 (남영역),서울 용산구 한강로3가 16-65,서울특별시 용산구 청파로 48
20230429,37.5349,126.9022,1.0,,,,,,,,,,영등포구,,서울 영등포구 당산동6가 306-1,서울특별시 영등포구 당산로 237
20230429,37.5349,126.9051,1.0,,,,,,,,,,영등포구,삼성동171-3,,영등포구 당산로54길 11
20230429,37.5353,126.9038,1.0,,,,,,,,,,영등포구,삼성동171-3,영등포구 당산동 91-30,영등포구 당산로52길 3
20230429,37.5353,126.9038,1.0,,,,,,,,,,영등포구,삼성동171-3,영등포구 당산동 91-30,영등포구 당산로52길 3
20230429,37.5438,126.9709,1.0,,,,,,,,,,용산구,,서울 용산구 청파동3가 56-4,서울특별시 용산구 청파로 272-2
20230429,37.5467,126.9485,1.0,,,,,,,,,,마포구,신촌로타리 (노고산동 31-21),서울 마포구 염리동 160-68,서울특별시 마포구 백범로 139
20230429,37.5468,126.8208,1.0,,,,,,,,,,강서구,면목동 (면목동 524-33),강서구 외발산동 268-11,강서구 남부순환로 210
20230429,37.5469,126.8204,1.0,,,,,,,,,,강서구,면목동 (면목동 524-33),강서구 외발산동 268-11,강서구 남부순환로 208
20230429,37.5474,126.9435,1.0,,,,,,,,,,마포구,신촌로타리 (노고산동 31-21),서울 마포구 대흥동 139-9,서울특별시 마포구 백범로 109
20230429,37.5492,127.1084,1.0,,,,,,,,,,광진구,,광진구 광장동 341-5,광진구 아차산로 636
20230429,37.5512,127.0258,1.0,,,,,,,,,,성동구,,성동구 금호동1가 1755-1,성동구 금호로 86
20230429,37.5517,127.1101,1.0,,,,,,,,,,광진구,,광진구 광장동 60-3,광진구 아차산로78길 57 (워커힐 입구)
20230429,37.5517,127.1104,1.0,,,,,,,,,,광진구,,광진구 광장동 74-1,광진구 아차산로78길 63 (워커힐 입구)
20230429,37.5535,126.9736,1.0,,,,,,,,,,용산구,은평구시계 (진관내동569),서울 용산구 동자동 14-146,서울특별시 용산구 후암로 107
20230429,37.5565,127.043,1.0,,,,,,,,,,성동구,,성동구 행당동 33,성동구 왕십리로 213 (월편)
20230429,37.5584,127.0773,1.0,,,,,,,,,,광진구,,광진구 중곡동 659,광진구 천호대로 527
20230429,37.5609,127.066,1.0,,,,,,,,,,성동구,,성동구 용답동 224-3,성동구 천호대로 424
20230429,37.5697,126.8517,1.0,,,,,,,,,,강서구,,서울 강서구 가양동 439-1,
20230429,37.571,127.0713,1.0,,,,,,,,,,동대문구,,동대문구 장안동 469-14,동대문구 장한로 120
20230429,37.575,127.0224,1.0,,,,,,,,,,종로구,,종로구 숭인동 1475,종로구 종로 408
20230429,37.575,127.0224,1.0,,,,,,,,,,종로구,,종로구 숭인동 1475,종로구 종로 408
20230429,37.575,127.0224,1.0,,,,,,,,,,종로구,,종로구 숭인동 1475,종로구 종로 408
20230429,37.5778,127.0325,1.0,,,,,,,,,,동대문구,,동대문구 용두동 237-10,동대문구 왕산로 86 (88-1호)
20230429,37.5787,126.98,1.0,,,,,,,,,,종로구,성북동 (성북동275),종로구 세종로 1-64,종로구 삼청로 30
20230429,37.5787,126.98,1.0,,,,,,,,,,종로구,성북동 (성북동275),종로구 세종로 1-64,종로구 삼청로 30
20230429,37.581,126.9063,1.0,,,,,,,,,,은평구,성산교 (성산동557),서울 은평구 증산동 199-11,서울특별시 은평구 증산로 255
20230429,37.5832,127.0495,1.0,,,,,,,,,,동대문구,,동대문구 전농동 620-67,동대문구 왕산로 250
20230429,37.5837,126.8919,1.0,,,,,,,,,,은평구,독립문 (현저동104),서울 은평구 수색동 411-7,서울특별시 은평구 수색로 293
20230429,37.5843,127.0506,1.0,,,,,,,,,,동대문구,,동대문구 전농동 620-67,동대문구 왕산로 266
20230429,37.594,127.0777,1.0,,,,,,,,,,중랑구,,중랑구 상봉동 160-11,중랑구 망우로 224
20230429,37.5965,127.0852,1.0,,,,,,,,,,중랑구,,중랑구 상봉동 160-7,중랑구 망우로 293 (상봉역 버스정류장)
20230429,37.6026,127.0392,1.0,,,,,,,,,,성북구,동교동로타리 (동교동149-4),성북구 하월곡동 46-4,성북구 화랑로 61
20230429,37.6037,127.0622,1.0,,,,,,,,,,동대문구,드림랜드앞로타리 (번동98-1),서울 동대문구 이문동 255-428,서울특별시 동대문구 이문로 192
20230429,37.6047,127.0446,1.0,,,,,,,,,,성북구,,성북구 하월곡동 37-7,성북구 화랑로 121
20230429,37.605,127.0309,1.0,,,,,,,,,,성북구,,성북구 하월곡동 104-225,성북구 종암로 167
20230429,37.607,127.0069,1.0,,,,,,,,,,성북구,마포구 성산동,성북구 정릉동 680-1,성북구 정릉로 199
20230429,37.6096,127.0307,1.0,,,,,,,,,,강북구,도봉구시계 (도봉동378),강북구 미아동 13-23,강북구 월계로 3
20230429,37.6096,127.0307,1.0,,,,,,,,,,강북구,도봉구시계 (도봉동378),강북구 미아동 13-23,강북구 월계로 3
20230429,37.6098,127.0314,1.0,,,,,,,,,,강북구,미아3거리 (미아동 4-11),강북구 미아동 13-23,강북구 월계로 9
20230429,37.614,127.0636,1.0,,,,,,,,,,성북구,하월곡로타리 (하월곡동37-105),성북구 석관동 375-38,성북구 화랑로42길 27-4
20230429,37.6187,127.0671,1.0,,,,,,,,,,노원구,노원구시계 (공릉동26),노원구 월계동 19,노원구 마들로 31
20230429,37.6293,127.0581,1.0,,,,,,,,,,노원구,미아3거리 (미아동 4-11),서울 노원구 월계동 285-4,서울특별시 노원구 월계로 338
20230429,37.6537,127.0556,1.0,,,,,,,,,,노원구,상계동시계 (상계동65-16),노원구 상계동 739-4,노원구 노해로 429
20230429,37.6545,127.0563,1.0,,,,,,,,,,노원구,상계동시계 (상계동65-16),노원구 상계동 739-4,노원구 노해로 437
20230429,37.6545,127.0563,1.0,,,,,,,,,,노원구,상계동시계 (상계동65-16),노원구 상계동 739-4,노원구 노해로 437
20230429,37.6545,127.0563,1.0,,,,,,,,,,노원구,상계동시계 (상계동65-16),노원구 상계동 739-4,노원구 노해로 437
20230429,37.6548,127.0575,1.0,,,,,,,,,,노원구,상계동시계 (상계동65-16),노원구 상계동 739-4,노원구 노해로75길 20-3
20230429,37.6548,127.0575,1.0,,,,,,,,,,노원구,노원구청 (상계동797-2),노원구 상계동 739-4,노원구 노해로75길 20-3
20230429,37.6548,127.0575,1.0,,,,,,,,,,노원구,노원구청 (상계동797-2),노원구 상계동 739-4,노원구 노해로75길 20-3
20230429,37.6548,127.0577,1.0,,,,,,,,,,노원구,노원구청 (상계동797-2),노원구 상계동 739-4,노원구 노해로75길 20-7
20230429,37.6548,127.0577,1.0,,,,,,,,,,노원구,노원구청 (상계동797-2),노원구 상계동 739-4,노원구 노해로75길 20-7
20230429,37.6558,127.0282,1.0,,,,,,,,,,도봉구,신도봉삼거리로타리 (도봉1동620-23),서울 도봉구 쌍문동 59-4,서울특별시 도봉구 시루봉로 56
20230430,37.5039,127.0024,1.0,,,,,,,,,,서초구,우면동시계 (우면동418),서울 서초구 반포동 128-3,서울특별시 서초구 신반포로 176
20230430,37.5122,127.0831,1.0,,,,,,,,,,송파구,,서울 송파구 잠실동 20,서울특별시 송파구 올림픽로 111
20230430,37.5148,126.9339,1.0,,,,,,,,,,동작구,,서울 동작구 노량진동 19-4,
20230430,37.5152,126.9333,1.0,,,,,,,,,,동작구,강동구 시계 (하일I.C),서울 동작구 노량진동 322-1,
20230430,37.5169,127.1026,1.0,,,,,,,,,,송파구,,서울 송파구 신천동 7-14,서울특별시 송파구 올림픽로35가길 10
20230430,37.5173,126.9395,1.0,,,,,,,,,,영등포구,,서울 영등포구 여의도동 70-3,
20230430,37.5174,126.9593,1.0,,,,,,,,,,용산구,은평구시계 (진관내동569),서울 용산구 이촌동 303-19,서울특별시 용산구 양녕로 446
20230430,37.5262,126.8647,1.0,,,,,,,,,,양천구,남부순환로 (신월동438-8),서울 양천구 목동 926-3,서울특별시 양천구 오목로 245
20230430,37.5291,126.8823,1.0,,,,,,,,,,양천구,신월I.C,서울 양천구 목동 914-3,
20230430,37.5326,126.864,1.0,,,,,,,,,,양천구,,서울 양천구 목동 868,서울특별시 양천구 등촌로 28
20230430,37.5355,127.0861,1.0,,,,,,,,,,광진구,,서울 광진구 자양동 680-65,서울특별시 광진구 자양로 76
20230430,37.5376,126.8995,1.0,,,,,,,,,,영등포구,한양공고앞 (신당동251),서울 영등포구 양평동4가 295-1,
20230430,37.5421,127.0953,1.0,,,,,,,,,,광진구,,광진구 광장동 535-3,광진구 광나루로 601
20230430,37.5437,127.1043,1.0,,,,,,,,,,광진구,,광진구 광장동 201-2,광진구 아차산로 552 (567 월편)
20230430,37.5474,126.9099,1.0,,,,,,,,,,마포구,,서울 마포구 합정동 338-3,
20230430,37.5478,126.9094,1.0,,,,,,,,,,마포구,,서울 마포구 합정동 401-1,
20230430,37.5482,126.9259,1.0,,,,,,,,,,마포구,서부면허시험장 (상암동441),서울 마포구 상수동 1-3,서울특별시 마포구 독막로 109
20230430,37.551,127.0447,1.0,,,,,,,,,,성동구,,성동구 성수동1가 671-9,성동구 광나루로 130 왕십리로160
20230430,37.5534,126.937,1.0,,,,,,,,,,마포구,,서울 마포구 노고산동 31-213,서울특별시 마포구 백범로 14
20230430,37.5549,126.8772,1.0,,,,,,,,,,강서구,강동구 시계 (하일I.C),서울 강서구 염창동 221-2,
20230430,37.5662,127.0613,1.0,,,,,,,,,,동대문구,,동대문구 답십리동 12-231,동대문구 한천로 45
20230430,37.5672,127.0622,1.0,,,,,,,,,,동대문구,,동대문구 답십리동 2-17,동대문구 한천로 59
20230430,37.5676,127.0625,1.0,,,,,,,,,,동대문구,,동대문구 답십리동 2-17,동대문구 한천로 63
20230430,37.5765,126.9018,1.0,,,,,,,,,,은평구,고양시시계 (진관내동105)),서울 은평구 수색동 47-2,
20230430,37.5782,127.0615,1.0,,,,,,,,,,동대문구,,동대문구 전농동 42-4,동대문구 사가정로 149
20230430,37.5782,127.0615,1.0,,,,,,,,,,동대문구,,동대문구 전농동 42-4,동대문구 사가정로 149
20230430,37.5782,127.0615,1.0,,,,,,,,,,동대문구,,동대문구 전농동 42-4,동대문구 사가정로 149
20230430,37.5794,126.8898,1.0,,,,,,,,,,마포구,,서울 마포구 상암동 1715,서울특별시 마포구 월드컵북로 396
20230430,37.5844,127.0527,1.0,,,,,,,,,,동대문구,답십리3거리로타리 (답십리동493-12),서울 동대문구 전농동 103-156,서울특별시 동대문구 전농로 229-1
20230430,37.5876,127.0374,1.0,,,,,,,,,,동대문구,,동대문구 제기동 122-388,동대문구 고산자로 539-1
20230430,37.5911,127.0804,1.0,,,,,,,,,,중랑구,,중랑구 면목동 198-58,중랑구 동일로 680
20230430,37.6023,127.014,1.0,,,,,,,,,,성북구,삼선교길 (동선동1가46),서울 성북구 정릉동 109-100,서울특별시 성북구 정릉로36길 83
20230501,37.4797,127.125,1.0,,,,,,,,,,송파구,,서울 송파구 문정동 618,서울특별시 송파구 송파대로 111
20230501,37.4916,127.0083,1.0,,,,,,,,,,서초구,동십자각로타리 (중학동 37),서울 서초구 서초동 1748-14,서울특별시 서초구 서초대로 240
20230501,37.4996,127.0659,1.0,,,,,,,,,,강남구,양재3로타리 (개포2동178),서울 강남구 대치동 317-1,서울특별시 강남구 삼성로 212
20230501,37.5014,126.9828,1.0,,,,,,,,,,동작구,김포공항 정문 (과해동624-10),서울 동작구 동작동 126-12,
20230501,37.5024,127.0059,1.0,,,,,,,,,,서초구,,서울 서초구 반포동 502-4,서울특별시 서초구 반포대로 222
20230501,37.5137,126.9446,1.0,,,,,,,,,,동작구,남부순환로 (신월동438-8),서울 동작구 노량진동 152-7,서울특별시 동작구 노량진로 170
20230501,37.5151,127.0781,1.0,,,,,,,,,,송파구,위례성길 (방이동45-4),서울 송파구 잠실동 12,서울특별시 송파구 올림픽로 99
20230501,37.5174,126.9457,1.0,,,,,,,,,,영등포구,강동구 시계 (하일I.C),서울 영등포구 여의도동 87-5,
20230501,37.519,126.9122,1.0,,,,,,,,,,영등포구,남부순환로 (신월동438-8),서울 영등포구 영등포동2가 139-3,서울특별시 영등포구 버드나루로 1
20230501,37.5245,126.8364,1.0,,,,,,,,,,양천구,,서울 양천구 신월동 839,서울특별시 양천구 남부순환로 495
20230501,37.525,126.8805,1.0,,,,,,,,,,영등포구,남부순환로 (신월동438-8),서울 영등포구 양평동 488,
20230501,37.5267,127.0192,1.0,,,,,,,,,,강남구,,서울 강남구 압구정동 386-1,
20230501,37.5267,127.0192,1.0,,,,,,,,,,강남구,행주대교 남단 (개화I.C),서울 강남구 압구정동 386-1,
20230501,37.527,127.053,1.0,,,,,,,,,,강남구,,서울 강남구 청담동 139-28,서울특별시 강남구 도산대로101길 29
20230501,37.5324,126.9082,1.0,,,,,,,,,,영등포구,김포공항 정문 (과해동624-10),서울 영등포구 당산동 369,
20230501,37.537,127.0965,1.0,,,,,,,,,,광진구,,서울 광진구 구의동 579-1,서울특별시 광진구 광나루로56길 29
20230501,37.5438,127.0361,1.0,,,,,,,,,,성동구,내곡동시계,서울 성동구 성수동1가 685-534,
20230501,37.5463,126.8869,1.0,,,,,,,,,,영등포구,,서울 영등포구 양화동 1-32,
20230501,37.56,127.0413,1.0,,,,,,,,,,성동구,대한적십자사 (마장동 523-5),서울 성동구 행당동 10,서울특별시 성동구 사근동길 2
20230501,37.6161,127.0217,1.0,,,,,,,,,,강북구,서라벌중고앞 (돈암동7),서울 강북구 미아동 670-29,서울특별시 강북구 삼양로27길 19
20230501,37.6474,126.9381,1.0,,,,,,,,,,은평구,고양시시계 (진관내동105)),서울 은평구 진관동 337-5,
20230502,37.4512,126.9081,1.0,,,,,,,,,,금천구,,,금천구 은행나무로 51
20230502,37.4562,126.9059,1.0,,,,,,,,,,금천구,구로전화국R (독산본동951),금천구 시흥동 1000-40,금천구 독산로 98
20230502,37.4564,126.9058,1.0,,,,,,,,,,금천구,구로전화국R (독산본동951),,금천구 독산로 102
20230502,37.4662,126.897,1.0,,,,,,,,,,금천구,독산동길 (독산동 1023-17),,금천구 범안로 1216
20230502,37.4673,126.9315,1.0,,,,,,,,,,관악구,동빙1교 (신림2동 116),,관악구 호암로 557
20230502,37.4683,127.0408,1.0,,,,,,,,,,서초구,복정4거리 (장지동608-5),,서초구 강남대로10길 13
20230502,37.4711,126.9422,1.0,,,,,,,,,,관악구,노량진3거리 (노량진62-12),,관악구 신림로 66
20230502,37.4722,126.8956,1.0,,,,,,,,,,금천구,,,금천구 가산로 65
20230502,37.4757,126.9655,1.0,,,,,,,,,,관악구,,관악구 봉천동 1657-1,관악구 봉천로 615
20230502,37.4777,126.9392,1.0,,,,,,,,,,관악구,,,관악구 쑥고개로 18
20230502,37.4784,126.8905,1.0,,,,,,,,,,금천구,,금천구 가산동 140-9,금천구 가산로 147
20230502,37.4808,126.8992,1.0,,,,,,,,,,구로구,,구로구 구로동 1135,구로구 시흥대로 529
20230502,37.4812,126.8995,1.0,,,,,,,,,,구로구,,,구로구 시흥대로 533
20230502,37.4841,126.9963,1.0,,,,,,,,,,서초구,삼호아파트 (방배본동829),,서초구 방배로 110
20230502,37.4855,126.9953,1.0,,,,,,,,,,서초구,삼호아파트 (방배본동829),서초구 방배동 905-34,서초구 방배로20길 4
20230502,37.49,126.8954,1.0,,,,,,,,,,구로구,봉천4거리R (봉천동 859-49),서울 구로구 구로동 1217,서울특별시 구로구 디지털로 319
20230502,37.4903,127.0252,1.0,,,,,,,,,,서초구,청담교동단,서초구 서초동 1418,서초구 사임당로 130
20230502,37.493,127.0305,1.0,,,,,,,,,,강남구,재동로타리 (가회동95),,강남구 강남대로 334
20230502,37.4979,126.9931,1.0,,,,,,,,,,서초구,,,서초구 사평대로 76
20230502,37.4979,127.0221,1.0,,,,,,,,,,서초구,남성초교 (사당동산24-2),,서초구 서초대로 385
20230502,37.498,126.9935,1.0,,,,,,,,,,서초구,,,서초구 사평대로 80
20230502,37.4987,126.9955,1.0,,,,,,,,,,서초구,,서초구 반포동 128-12,서초구 사평대로 98
20230502,37.4988,126.996,1.0,,,,,,,,,,서초구,,,서초구 사평대로 104
20230502,37.5,126.9085,1.0,,,,,,,,,,영등포구,상도로타리 (상도2동4가9),,영등포구 신풍로 22
20230502,37.5023,126.9007,1.0,,,,,,,,,,영등포구,대방천4거리로타리 (신길동477),서울 영등포구 신길동 387-8,서울특별시 영등포구 가마산로48길 6
20230502,37.5036,126.8991,1.0,,,,,,,,,,영등포구,대방천4거리로타리 (신길동477),서울 영등포구 대림동 707-40,서울특별시 영등포구 가마산로47길 13
20230502,37.5039,126.8874,1.0,,,,,,,,,,구로구,가마산로 293 (거리공원오거리),서울 구로구 구로동 50,서울특별시 구로구 공원로11길 2
20230502,37.5055,127.0969,1.0,,,,,,,,,,송파구,,서울 송파구 삼전동 154,서울특별시 송파구 삼학사로 91
20230502,37.5065,127.0543,1.0,,,,,,,,,,강남구,,서울 강남구 삼성동 143-48,서울특별시 강남구 테헤란로 431
20230502,37.5118,126.9164,1.0,,,,,,,,,,영등포구,신길삼거리R (신길동101-7),영등포구 신길동 114-3,영등포구 도신로 226-3
20230502,37.5119,126.9153,1.0,,,,,,,,,,영등포구,도림천 (구로5동47),영등포구 신길동 159-57,영등포구 도신로 217
20230502,37.5125,127.0933,1.0,,,,,,,,,,송파구,남성초교 (사당동산24-2),서울 송파구 잠실동 32,서울특별시 송파구 올림픽로 203
20230502,37.5137,126.9446,1.0,,,,,,,,,,동작구,한강대교남단 (노량진본동126),동작구 노량진동 148-1,동작구 노량진로 170
20230502,37.5147,126.935,1.0,,,,,,,,,,동작구,삼성동171-3,동작구 노량진동 19-4,동작구 노들로2길 44
20230502,37.5148,126.938,1.0,,,,,,,,,,동작구,삼성동171-3,,동작구 노들로 674
20230502,37.5151,126.951,1.0,,,,,,,,,,동작구,삼성동171-3,동작구 본동 475-1,동작구 노량진로23가길 20
20230502,37.5171,126.9204,1.0,,,,,,,,,,영등포구,,서울 영등포구 신길동 4899-1,
20230502,37.5171,126.9204,1.0,,,,,,,,,,영등포구,강동구 시계 (하일I.C),서울 영등포구 신길동 4899-1,
20230502,37.5174,126.9457,1.0,,,,,,,,,,영등포구,강동구 시계 (하일I.C),서울 영등포구 여의도동 87-5,
20230502,37.5179,126.9101,1.0,,,,,,,,,,영등포구,오류동시계 (온수동산17),영등포구 영등포동3가 35,영등포구 경인로 879
20230502,37.5203,126.9007,1.0,,,,,,,,,,영등포구,한강대교남단 (노량진본동126),영등포구 영등포동2가 321-2,영등포구 영신로 139-2
20230502,37.5257,126.8381,1.0,,,,,,,,,,양천구,,서울 양천구 신월동 840,서울특별시 양천구 국회대로 28
20230502,37.5273,126.8794,1.0,,,,,,,,,,양천구,올림픽대로유입램프 (염창동103),양천구 목동 914-3,서울 양천구 안양천로 916
20230502,37.5291,126.9181,1.0,,,,,,,,,,영등포구,경인고속입구 로타리 (양평동3가57),영등포구 여의도동 1-1,영등포구 의사당대로 3
20230502,37.5292,126.8671,1.0,,,,,,,,,,양천구,남부순환로 (신월동438-8),양천구 목동 926-3,양천구 목동로 212
20230502,37.5294,126.8634,1.0,,,,,,,,,,양천구,한양공고앞 (신당동251),서울 양천구 신정동 1060,서울특별시 양천구 목동로 233
