날짜,지역구,누적강수량,위도,경도
20250430,강남구,0.0,37.5173,127.0473
20250430,강동구,0.0,37.5301,127.1238
20250430,강북구,0.0,37.6396,127.0255
20250430,강서구,0.0,37.5509,126.8495
20250430,관악구,0.0,37.4781,126.9515
20250430,광진구,0.0,37.5385,127.0823
20250430,구로구,0.0,37.4955,126.8874
20250430,금천구,0.0,37.4569,126.8955
20250430,노원구,0.0,37.6544,127.0566
20250430,도봉구,0.0,37.6688,127.0471
20250430,동대문구,0.0,37.5744,127.0395
20250430,동작구,0.0,37.5124,126.9395
20250430,마포구,0.0,37.5663,126.9019
20250430,서대문구,0.0,37.5794,126.9368
20250430,서초구,0.0,37.4837,127.0324
20250430,성동구,0.0,37.5634,127.0369
20250430,성북구,0.0,37.5894,127.0167
20250430,송파구,0.0,37.5145,127.106
20250430,양천구,0.0,37.5168,126.8664
20250430,영등포구,0.0,37.5264,126.8962
20250430,용산구,0.0,37.5319,126.99
20250430,은평구,0.0,37.6027,126.9291
20250430,종로구,0.0,37.5735,126.9792
20250430,중구,0.0,37.564,126.9977
20250430,중랑구,0.0,37.6063,127.0925
20250429,강남구,0.0,37.5173,127.0473
20250429,강동구,0.0,37.5301,127.1238
20250429,강북구,0.0,37.6396,127.0255
20250429,강서구,0.0,37.5509,126.8495
20250429,관악구,0.0,37.4781,126.9515
20250429,광진구,0.0,37.5385,127.0823
20250429,구로구,0.0,37.4955,126.8874
20250429,금천구,0.0,37.4569,126.8955
20250429,노원구,0.0,37.6544,127.0566
20250429,도봉구,0.0,37.6688,127.0471
20250429,동대문구,0.0,37.5744,127.0395
20250429,동작구,0.0,37.5124,126.9395
20250429,마포구,0.0,37.5663,126.9019
20250429,서대문구,0.0,37.5794,126.9368
20250429,서초구,0.0,37.4837,127.0324
20250429,성동구,0.0,37.5634,127.0369
20250429,성북구,0.0,37.5894,127.0167
20250429,송파구,0.0,37.5145,127.106
20250429,양천구,0.0,37.5168,126.8664
20250429,영등포구,0.0,37.5264,126.8962
20250429,용산구,0.0,37.5319,126.99
20250429,은평구,0.0,37.6027,126.9291
20250429,종로구,0.0,37.5735,126.9792
20250429,중구,0.0,37.564,126.9977
20250429,중랑구,0.0,37.6063,127.0925
20250428,강남구,0.0,37.5173,127.0473
20250428,강동구,0.0,37.5301,127.1238
20250428,강북구,0.0,37.6396,127.0255
20250428,강서구,0.0,37.5509,126.8495
20250428,관악구,0.0,37.4781,126.9515
20250428,광진구,0.0,37.5385,127.0823
20250428,구로구,0.0,37.4955,126.8874
20250428,금천구,0.0,37.4569,126.8955
20250428,노원구,0.0,37.6544,127.0566
20250428,도봉구,0.0,37.6688,127.0471
20250428,동대문구,0.0,37.5744,127.0395
20250428,동작구,0.0,37.5124,126.9395
20250428,마포구,0.0,37.5663,126.9019
20250428,서대문구,0.0,37.5794,126.9368
20250428,서초구,0.0,37.4837,127.0324
20250428,성동구,0.0,37.5634,127.0369
20250428,성북구,0.0,37.5894,127.0167
20250428,송파구,0.0,37.5145,127.106
20250428,양천구,0.0,37.5168,126.8664
20250428,영등포구,0.0,37.5264,126.8962
20250428,용산구,0.0,37.5319,126.99
20250428,은평구,0.0,37.6027,126.9291
20250428,종로구,0.0,37.5735,126.9792
20250428,중구,0.0,37.564,126.9977
20250428,중랑구,0.0,37.6063,127.0925
20250427,강남구,0.0,37.5173,127.0473
20250427,강동구,0.0,37.5301,127.1238
20250427,강북구,0.0,37.6396,127.0255
20250427,강서구,0.0,37.5509,126.8495
20250427,관악구,0.0,37.4781,126.9515
20250427,광진구,0.0,37.5385,127.0823
20250427,구로구,0.0,37.4955,126.8874
20250427,금천구,0.0,37.4569,126.8955
20250427,노원구,0.0,37.6544,127.0566
20250427,도봉구,0.0,37.6688,127.0471
20250427,동대문구,0.0,37.5744,127.0395
20250427,동작구,0.0,37.5124,126.9395
20250427,마포구,0.0,37.5663,126.9019
20250427,서대문구,0.0,37.5794,126.9368
20250427,서초구,0.0,37.4837,127.0324
20250427,성동구,0.0,37.5634,127.0369
20250427,성북구,0.0,37.5894,127.0167
20250427,송파구,0.0,37.5145,127.106
20250427,양천구,0.0,37.5168,126.8664
20250427,영등포구,0.0,37.5264,126.8962
20250427,용산구,0.0,37.5319,126.99
20250427,은평구,0.0,37.6027,126.9291
20250427,종로구,0.0,37.5735,126.9792
20250427,중구,0.0,37.564,126.9977
20250427,중랑구,0.0,37.6063,127.0925
20250426,강남구,0.0,37.5173,127.0473
20250426,강동구,0.0,37.5301,127.1238
20250426,강북구,0.0,37.6396,127.0255
20250426,강서구,0.0,37.5509,126.8495
20250426,관악구,0.0,37.4781,126.9515
20250426,광진구,0.0,37.5385,127.0823
20250426,구로구,0.0,37.4955,126.8874
20250426,금천구,0.0,37.4569,126.8955
20250426,노원구,0.0,37.6544,127.0566
20250426,도봉구,0.0,37.6688,127.0471
20250426,동대문구,0.0,37.5744,127.0395
20250426,동작구,0.0,37.5124,126.9395
20250426,마포구,0.0,37.5663,126.9019
20250426,서대문구,0.0,37.5794,126.9368
20250426,서초구,0.0,37.4837,127.0324
20250426,성동구,0.0,37.5634,127.0369
20250426,성북구,0.0,37.5894,127.0167
20250426,송파구,0.0,37.5145,127.106
20250426,양천구,0.0,37.5168,126.8664
20250426,영등포구,0.0,37.5264,126.8962
20250426,용산구,0.0,37.5319,126.99
20250426,은평구,0.0,37.6027,126.9291
20250426,종로구,0.0,37.5735,126.9792
20250426,중구,0.0,37.564,126.9977
20250426,중랑구,0.0,37.6063,127.0925
20250425,강남구,0.0,37.5173,127.0473
20250425,강동구,0.0,37.5301,127.1238
20250425,강북구,0.0,37.6396,127.0255
20250425,강서구,0.0,37.5509,126.8495
20250425,관악구,0.0,37.4781,126.9515
20250425,광진구,0.0,37.5385,127.0823
20250425,구로구,0.0,37.4955,126.8874
20250425,금천구,0.0,37.4569,126.8955
20250425,노원구,0.0,37.6544,127.0566
20250425,도봉구,0.0,37.6688,127.0471
20250425,동대문구,0.0,37.5744,127.0395
20250425,동작구,0.0,37.5124,126.9395
20250425,마포구,0.0,37.5663,126.9019
20250425,서대문구,0.0,37.5794,126.9368
20250425,서초구,0.0,37.4837,127.0324
20250425,성동구,0.0,37.5634,127.0369
20250425,성북구,0.0,37.5894,127.0167
20250425,송파구,0.0,37.5145,127.106
20250425,양천구,0.0,37.5168,126.8664
20250425,영등포구,0.0,37.5264,126.8962
20250425,용산구,0.0,37.5319,126.99
20250425,은평구,0.0,37.6027,126.9291
20250425,종로구,0.0,37.5735,126.9792
20250425,중구,0.0,37.564,126.9977
20250425,중랑구,0.0,37.6063,127.0925
20250424,강남구,0.0,37.5173,127.0473
20250424,강동구,0.0,37.5301,127.1238
20250424,강북구,0.0,37.6396,127.0255
20250424,강서구,0.0,37.5509,126.8495
20250424,관악구,0.0,37.4781,126.9515
20250424,광진구,0.0,37.5385,127.0823
20250424,구로구,0.0,37.4955,126.8874
20250424,금천구,0.0,37.4569,126.8955
20250424,노원구,0.0,37.6544,127.0566
20250424,도봉구,0.0,37.6688,127.0471
20250424,동대문구,0.0,37.5744,127.0395
20250424,동작구,0.0,37.5124,126.9395
20250424,마포구,0.0,37.5663,126.9019
20250424,서대문구,0.0,37.5794,126.9368
20250424,서초구,0.0,37.4837,127.0324
20250424,성동구,0.0,37.5634,127.0369
20250424,성북구,0.0,37.5894,127.0167
20250424,송파구,0.0,37.5145,127.106
20250424,양천구,0.0,37.5168,126.8664
20250424,영등포구,0.0,37.5264,126.8962
20250424,용산구,0.0,37.5319,126.99
20250424,은평구,0.0,37.6027,126.9291
20250424,종로구,0.0,37.5735,126.9792
20250424,중구,0.0,37.564,126.9977
20250424,중랑구,0.0,37.6063,127.0925
20250423,강남구,0.0,37.5173,127.0473
20250423,강동구,0.0,37.5301,127.1238
20250423,강북구,0.0,37.6396,127.0255
20250423,강서구,0.0,37.5509,126.8495
20250423,관악구,0.0,37.4781,126.9515
20250423,광진구,0.0,37.5385,127.0823
20250423,구로구,0.0,37.4955,126.8874
20250423,금천구,0.0,37.4569,126.8955
20250423,노원구,0.0,37.6544,127.0566
20250423,도봉구,0.0,37.6688,127.0471
20250423,동대문구,0.0,37.5744,127.0395
20250423,동작구,0.0,37.5124,126.9395
20250423,마포구,0.0,37.5663,126.9019
20250423,서대문구,0.0,37.5794,126.9368
20250423,서초구,0.0,37.4837,127.0324
20250423,성동구,0.0,37.5634,127.0369
20250423,성북구,0.0,37.5894,127.0167
20250423,송파구,0.0,37.5145,127.106
20250423,양천구,0.0,37.5168,126.8664
20250423,영등포구,0.0,37.5264,126.8962
20250423,용산구,0.0,37.5319,126.99
20250423,은평구,0.0,37.6027,126.9291
20250423,종로구,0.0,37.5735,126.9792
20250423,중구,0.0,37.564,126.9977
20250423,중랑구,0.0,37.6063,127.0925
20250422,강남구,0.0,37.5173,127.0473
20250422,강동구,31.5,37.5301,127.1238
20250422,강북구,38.5,37.6396,127.0255
20250422,강서구,35.0,37.5509,126.8495
20250422,관악구,29.5,37.4781,126.9515
20250422,광진구,31.0,37.5385,127.0823
20250422,구로구,24.5,37.4955,126.8874
20250422,금천구,24.5,37.4569,126.8955
20250422,노원구,37.5,37.6544,127.0566
20250422,도봉구,51.5,37.6688,127.0471
20250422,동대문구,33.0,37.5744,127.0395
20250422,동작구,27.8,37.5124,126.9395
20250422,마포구,30.0,37.5663,126.9019
20250422,서대문구,31.0,37.5794,126.9368
20250422,서초구,25.5,37.4837,127.0324
20250422,성동구,34.0,37.5634,127.0369
20250422,성북구,41.5,37.5894,127.0167
20250422,송파구,26.0,37.5145,127.106
20250422,양천구,27.0,37.5168,126.8664
20250422,영등포구,26.5,37.5264,126.8962
20250422,용산구,27.5,37.5319,126.99
20250422,은평구,46.0,37.6027,126.9291
20250422,종로구,39.0,37.5735,126.9792
20250422,중구,29.5,37.564,126.9977
20250422,중랑구,33.8,37.6063,127.0925
20250421,강남구,0.0,37.5173,127.0473
20250421,강동구,0.0,37.5301,127.1238
20250421,강북구,0.0,37.6396,127.0255
20250421,강서구,0.0,37.5509,126.8495
20250421,관악구,0.0,37.4781,126.9515
20250421,광진구,0.0,37.5385,127.0823
20250421,구로구,0.0,37.4955,126.8874
20250421,금천구,0.0,37.4569,126.8955
20250421,노원구,0.0,37.6544,127.0566
20250421,도봉구,0.0,37.6688,127.0471
20250421,동대문구,0.0,37.5744,127.0395
20250421,동작구,0.0,37.5124,126.9395
20250421,마포구,0.0,37.5663,126.9019
20250421,서대문구,0.0,37.5794,126.9368
20250421,서초구,0.0,37.4837,127.0324
20250421,성동구,0.0,37.5634,127.0369
20250421,성북구,0.0,37.5894,127.0167
20250421,송파구,0.0,37.5145,127.106
20250421,양천구,0.0,37.5168,126.8664
20250421,영등포구,0.0,37.5264,126.8962
20250421,용산구,0.0,37.5319,126.99
20250421,은평구,0.0,37.6027,126.9291
20250421,종로구,0.0,37.5735,126.9792
20250421,중구,0.0,37.564,126.9977
20250421,중랑구,0.0,37.6063,127.0925
20250420,강남구,0.0,37.5173,127.0473
20250420,강동구,0.0,37.5301,127.1238
20250420,강북구,0.0,37.6396,127.0255
20250420,강서구,0.0,37.5509,126.8495
20250420,관악구,0.0,37.4781,126.9515
20250420,광진구,0.0,37.5385,127.0823
20250420,구로구,0.0,37.4955,126.8874
20250420,금천구,0.0,37.4569,126.8955
20250420,노원구,0.0,37.6544,127.0566
20250420,도봉구,0.0,37.6688,127.0471
20250420,동대문구,0.0,37.5744,127.0395
20250420,동작구,0.0,37.5124,126.9395
20250420,마포구,0.0,37.5663,126.9019
20250420,서대문구,0.0,37.5794,126.9368
20250420,서초구,0.0,37.4837,127.0324
20250420,성동구,0.0,37.5634,127.0369
20250420,성북구,0.0,37.5894,127.0167
20250420,송파구,0.0,37.5145,127.106
20250420,양천구,0.0,37.5168,126.8664
20250420,영등포구,0.0,37.5264,126.8962
20250420,용산구,0.0,37.5319,126.99
20250420,은평구,0.0,37.6027,126.9291
20250420,종로구,0.0,37.5735,126.9792
20250420,중구,0.0,37.564,126.9977
20250420,중랑구,0.0,37.6063,127.0925
20250419,강남구,3.5,37.5173,127.0473
20250419,강동구,4.5,37.5301,127.1238
20250419,강북구,11.0,37.6396,127.0255
20250419,강서구,13.5,37.5509,126.8495
20250419,관악구,6.0,37.4781,126.9515
20250419,광진구,3.5,37.5385,127.0823
20250419,구로구,6.0,37.4955,126.8874
20250419,금천구,4.5,37.4569,126.8955
20250419,노원구,9.5,37.6544,127.0566
20250419,도봉구,11.5,37.6688,127.0471
20250419,동대문구,6.5,37.5744,127.0395
20250419,동작구,6.0,37.5124,126.9395
20250419,마포구,7.5,37.5663,126.9019
20250419,서대문구,8.0,37.5794,126.9368
20250419,서초구,3.5,37.4837,127.0324
20250419,성동구,4.5,37.5634,127.0369
20250419,성북구,15.5,37.5894,127.0167
20250419,송파구,2.5,37.5145,127.106
20250419,양천구,8.0,37.5168,126.8664
20250419,영등포구,7.5,37.5264,126.8962
20250419,용산구,4.5,37.5319,126.99
20250419,은평구,13.5,37.6027,126.9291
20250419,종로구,12.2,37.5735,126.9792
20250419,중구,7.5,37.564,126.9977
20250419,중랑구,6.5,37.6063,127.0925
20250418,강남구,0.0,37.5173,127.0473
20250418,강동구,0.0,37.5301,127.1238
20250418,강북구,0.0,37.6396,127.0255
20250418,강서구,0.0,37.5509,126.8495
20250418,관악구,0.0,37.4781,126.9515
20250418,광진구,0.0,37.5385,127.0823
20250418,구로구,0.0,37.4955,126.8874
20250418,금천구,0.0,37.4569,126.8955
20250418,노원구,0.0,37.6544,127.0566
20250418,도봉구,0.0,37.6688,127.0471
20250418,동대문구,0.0,37.5744,127.0395
20250418,동작구,0.0,37.5124,126.9395
20250418,마포구,0.0,37.5663,126.9019
20250418,서대문구,0.0,37.5794,126.9368
20250418,서초구,0.0,37.4837,127.0324
20250418,성동구,0.0,37.5634,127.0369
20250418,성북구,0.0,37.5894,127.0167
20250418,송파구,0.0,37.5145,127.106
20250418,양천구,0.0,37.5168,126.8664
20250418,영등포구,0.0,37.5264,126.8962
20250418,용산구,0.0,37.5319,126.99
20250418,은평구,0.0,37.6027,126.9291
20250418,종로구,0.0,37.5735,126.9792
20250418,중구,0.0,37.564,126.9977
20250418,중랑구,0.0,37.6063,127.0925
20250417,강남구,0.0,37.5173,127.0473
20250417,강동구,0.0,37.5301,127.1238
20250417,강북구,0.0,37.6396,127.0255
20250417,강서구,0.0,37.5509,126.8495
20250417,관악구,0.0,37.4781,126.9515
20250417,광진구,0.0,37.5385,127.0823
20250417,구로구,0.0,37.4955,126.8874
20250417,금천구,0.0,37.4569,126.8955
20250417,노원구,0.0,37.6544,127.0566
20250417,도봉구,0.0,37.6688,127.0471
20250417,동대문구,0.0,37.5744,127.0395
20250417,동작구,0.0,37.5124,126.9395
20250417,마포구,0.0,37.5663,126.9019
20250417,서대문구,0.0,37.5794,126.9368
20250417,서초구,0.0,37.4837,127.0324
20250417,성동구,0.0,37.5634,127.0369
20250417,성북구,0.0,37.5894,127.0167
20250417,송파구,0.0,37.5145,127.106
20250417,양천구,0.0,37.5168,126.8664
20250417,영등포구,0.0,37.5264,126.8962
20250417,용산구,0.0,37.5319,126.99
20250417,은평구,0.0,37.6027,126.9291
20250417,종로구,0.0,37.5735,126.9792
20250417,중구,0.0,37.564,126.9977
20250417,중랑구,0.0,37.6063,127.0925
20250416,강남구,0.0,37.5173,127.0473
20250416,강동구,0.0,37.5301,127.1238
20250416,강북구,0.0,37.6396,127.0255
20250416,강서구,0.0,37.5509,126.8495
20250416,관악구,0.0,37.4781,126.9515
20250416,광진구,0.0,37.5385,127.0823
20250416,구로구,0.0,37.4955,126.8874
20250416,금천구,0.0,37.4569,126.8955
20250416,노원구,0.0,37.6544,127.0566
20250416,도봉구,0.0,37.6688,127.0471
20250416,동대문구,0.0,37.5744,127.0395
20250416,동작구,0.0,37.5124,126.9395
20250416,마포구,0.0,37.5663,126.9019
20250416,서대문구,0.0,37.5794,126.9368
20250416,서초구,0.0,37.4837,127.0324
20250416,성동구,0.0,37.5634,127.0369
20250416,성북구,0.0,37.5894,127.0167
20250416,송파구,0.0,37.5145,127.106
20250416,양천구,0.0,37.5168,126.8664
20250416,영등포구,0.0,37.5264,126.8962
20250416,용산구,0.0,37.5319,126.99
20250416,은평구,0.0,37.6027,126.9291
20250416,종로구,0.0,37.5735,126.9792
20250416,중구,0.0,37.564,126.9977
20250416,중랑구,0.0,37.6063,127.0925
20250415,강남구,0.0,37.5173,127.0473
20250415,강동구,0.0,37.5301,127.1238
20250415,강북구,0.0,37.6396,127.0255
20250415,강서구,0.0,37.5509,126.8495
20250415,관악구,0.0,37.4781,126.9515
20250415,광진구,0.0,37.5385,127.0823
20250415,구로구,0.0,37.4955,126.8874
20250415,금천구,0.0,37.4569,126.8955
20250415,노원구,0.0,37.6544,127.0566
20250415,도봉구,0.0,37.6688,127.0471
20250415,동대문구,0.0,37.5744,127.0395
20250415,동작구,0.0,37.5124,126.9395
20250415,마포구,0.0,37.5663,126.9019
20250415,서대문구,0.0,37.5794,126.9368
20250415,서초구,0.0,37.4837,127.0324
20250415,성동구,0.0,37.5634,127.0369
20250415,성북구,0.0,37.5894,127.0167
20250415,송파구,0.0,37.5145,127.106
20250415,양천구,0.0,37.5168,126.8664
20250415,영등포구,0.0,37.5264,126.8962
20250415,용산구,0.0,37.5319,126.99
20250415,은평구,0.0,37.6027,126.9291
20250415,종로구,0.0,37.5735,126.9792
20250415,중구,0.0,37.564,126.9977
20250415,중랑구,0.0,37.6063,127.0925
20250414,강남구,9.0,37.5173,127.0473
20250414,강동구,6.5,37.5301,127.1238
20250414,강북구,13.0,37.6396,127.0255
20250414,강서구,4.5,37.5509,126.8495
20250414,관악구,0.0,37.4781,126.9515
20250414,광진구,5.5,37.5385,127.0823
20250414,구로구,6.0,37.4955,126.8874
20250414,금천구,9.5,37.4569,126.8955
20250414,노원구,4.5,37.6544,127.0566
20250414,도봉구,12.5,37.6688,127.0471
20250414,동대문구,6.0,37.5744,127.0395
20250414,동작구,4.8,37.5124,126.9395
20250414,마포구,4.0,37.5663,126.9019
20250414,서대문구,6.5,37.5794,126.9368
20250414,서초구,9.5,37.4837,127.0324
20250414,성동구,7.5,37.5634,127.0369
20250414,성북구,12.0,37.5894,127.0167
20250414,송파구,4.0,37.5145,127.106
20250414,양천구,9.0,37.5168,126.8664
20250414,영등포구,7.5,37.5264,126.8962
20250414,용산구,7.0,37.5319,126.99
20250414,은평구,8.5,37.6027,126.9291
20250414,종로구,8.7,37.5735,126.9792
20250414,중구,5.5,37.564,126.9977
20250414,중랑구,5.3,37.6063,127.0925
20250413,강남구,4.0,37.5173,127.0473
20250413,강동구,3.0,37.5301,127.1238
20250413,강북구,6.0,37.6396,127.0255
20250413,강서구,2.0,37.5509,126.8495
20250413,관악구,3.5,37.4781,126.9515
20250413,광진구,2.0,37.5385,127.0823
20250413,구로구,2.0,37.4955,126.8874
20250413,금천구,3.0,37.4569,126.8955
20250413,노원구,2.5,37.6544,127.0566
20250413,도봉구,5.5,37.6688,127.0471
20250413,동대문구,3.5,37.5744,127.0395
20250413,동작구,3.2,37.5124,126.9395
20250413,마포구,2.0,37.5663,126.9019
20250413,서대문구,0.0,37.5794,126.9368
20250413,서초구,3.0,37.4837,127.0324
20250413,성동구,3.5,37.5634,127.0369
20250413,성북구,0.0,37.5894,127.0167
20250413,송파구,3.5,37.5145,127.106
20250413,양천구,3.0,37.5168,126.8664
20250413,영등포구,3.0,37.5264,126.8962
20250413,용산구,3.0,37.5319,126.99
20250413,은평구,4.5,37.6027,126.9291
20250413,종로구,3.3,37.5735,126.9792
20250413,중구,5.5,37.564,126.9977
20250413,중랑구,2.7,37.6063,127.0925
20250412,강남구,15.5,37.5173,127.0473
20250412,강동구,14.0,37.5301,127.1238
20250412,강북구,26.0,37.6396,127.0255
20250412,강서구,15.5,37.5509,126.8495
20250412,관악구,21.5,37.4781,126.9515
20250412,광진구,12.0,37.5385,127.0823
20250412,구로구,18.5,37.4955,126.8874
20250412,금천구,19.0,37.4569,126.8955
20250412,노원구,13.5,37.6544,127.0566
20250412,도봉구,21.0,37.6688,127.0471
20250412,동대문구,12.5,37.5744,127.0395
20250412,동작구,18.0,37.5124,126.9395
20250412,마포구,13.5,37.5663,126.9019
20250412,서대문구,14.5,37.5794,126.9368
20250412,서초구,17.5,37.4837,127.0324
20250412,성동구,14.0,37.5634,127.0369
20250412,성북구,20.5,37.5894,127.0167
20250412,송파구,14.0,37.5145,127.106
20250412,양천구,18.5,37.5168,126.8664
20250412,영등포구,17.0,37.5264,126.8962
20250412,용산구,15.5,37.5319,126.99
20250412,은평구,18.5,37.6027,126.9291
20250412,종로구,18.0,37.5735,126.9792
20250412,중구,15.0,37.564,126.9977
20250412,중랑구,12.7,37.6063,127.0925
20250411,강남구,0.0,37.5173,127.0473
20250411,강동구,0.0,37.5301,127.1238
20250411,강북구,0.0,37.6396,127.0255
20250411,강서구,0.0,37.5509,126.8495
20250411,관악구,0.0,37.4781,126.9515
20250411,광진구,0.0,37.5385,127.0823
20250411,구로구,0.0,37.4955,126.8874
20250411,금천구,0.0,37.4569,126.8955
20250411,노원구,0.0,37.6544,127.0566
20250411,도봉구,0.0,37.6688,127.0471
20250411,동대문구,0.0,37.5744,127.0395
20250411,동작구,0.0,37.5124,126.9395
20250411,마포구,0.0,37.5663,126.9019
20250411,서대문구,0.0,37.5794,126.9368
20250411,서초구,0.0,37.4837,127.0324
20250411,성동구,0.0,37.5634,127.0369
20250411,성북구,0.0,37.5894,127.0167
20250411,송파구,0.0,37.5145,127.106
20250411,양천구,0.0,37.5168,126.8664
20250411,영등포구,0.0,37.5264,126.8962
20250411,용산구,0.0,37.5319,126.99
20250411,은평구,0.0,37.6027,126.9291
20250411,종로구,0.0,37.5735,126.9792
20250411,중구,0.0,37.564,126.9977
20250411,중랑구,0.0,37.6063,127.0925
20250410,강남구,0.0,37.5173,127.0473
20250410,강동구,0.0,37.5301,127.1238
20250410,강북구,0.0,37.6396,127.0255
20250410,강서구,0.0,37.5509,126.8495
20250410,관악구,0.0,37.4781,126.9515
20250410,광진구,0.0,37.5385,127.0823
20250410,구로구,0.0,37.4955,126.8874
20250410,금천구,0.0,37.4569,126.8955
20250410,노원구,0.0,37.6544,127.0566
20250410,도봉구,0.0,37.6688,127.0471
20250410,동대문구,0.0,37.5744,127.0395
20250410,동작구,0.0,37.5124,126.9395
20250410,마포구,0.0,37.5663,126.9019
20250410,서대문구,0.0,37.5794,126.9368
20250410,서초구,0.0,37.4837,127.0324
20250410,성동구,0.0,37.5634,127.0369
20250410,성북구,0.0,37.5894,127.0167
20250410,송파구,0.0,37.5145,127.106
20250410,양천구,0.0,37.5168,126.8664
20250410,영등포구,0.0,37.5264,126.8962
20250410,용산구,0.0,37.5319,126.99
20250410,은평구,0.0,37.6027,126.9291
20250410,종로구,0.0,37.5735,126.9792
20250410,중구,0.0,37.564,126.9977
20250410,중랑구,0.0,37.6063,127.0925
20250409,강남구,0.0,37.5173,127.0473
20250409,강동구,0.0,37.5301,127.1238
20250409,강북구,0.0,37.6396,127.0255
20250409,강서구,0.5,37.5509,126.8495
20250409,관악구,0.5,37.4781,126.9515
20250409,광진구,0.0,37.5385,127.0823
20250409,구로구,0.5,37.4955,126.8874
20250409,금천구,0.5,37.4569,126.8955
20250409,노원구,0.5,37.6544,127.0566
20250409,도봉구,0.5,37.6688,127.0471
20250409,동대문구,0.0,37.5744,127.0395
20250409,동작구,0.3,37.5124,126.9395
20250409,마포구,1.0,37.5663,126.9019
20250409,서대문구,0.0,37.5794,126.9368
20250409,서초구,0.0,37.4837,127.0324
20250409,성동구,0.0,37.5634,127.0369
20250409,성북구,0.0,37.5894,127.0167
20250409,송파구,0.0,37.5145,127.106
20250409,양천구,0.5,37.5168,126.8664
20250409,영등포구,0.5,37.5264,126.8962
20250409,용산구,0.0,37.5319,126.99
20250409,은평구,0.5,37.6027,126.9291
20250409,종로구,0.3,37.5735,126.9792
20250409,중구,0.5,37.564,126.9977
20250409,중랑구,0.2,37.6063,127.0925
20250408,강남구,0.0,37.5173,127.0473
20250408,강동구,0.0,37.5301,127.1238
20250408,강북구,0.0,37.6396,127.0255
20250408,강서구,0.0,37.5509,126.8495
20250408,관악구,0.0,37.4781,126.9515
20250408,광진구,0.0,37.5385,127.0823
20250408,구로구,0.0,37.4955,126.8874
20250408,금천구,0.0,37.4569,126.8955
20250408,노원구,0.0,37.6544,127.0566
20250408,도봉구,0.0,37.6688,127.0471
20250408,동대문구,0.0,37.5744,127.0395
20250408,동작구,0.0,37.5124,126.9395
20250408,마포구,0.0,37.5663,126.9019
20250408,서대문구,0.0,37.5794,126.9368
20250408,서초구,0.0,37.4837,127.0324
20250408,성동구,0.0,37.5634,127.0369
20250408,성북구,0.0,37.5894,127.0167
20250408,송파구,0.0,37.5145,127.106
20250408,양천구,0.0,37.5168,126.8664
20250408,영등포구,0.0,37.5264,126.8962
20250408,용산구,0.0,37.5319,126.99
20250408,은평구,0.0,37.6027,126.9291
20250408,종로구,0.0,37.5735,126.9792
20250408,중구,0.0,37.564,126.9977
20250408,중랑구,0.0,37.6063,127.0925
20250407,강남구,0.0,37.5173,127.0473
20250407,강동구,0.0,37.5301,127.1238
20250407,강북구,0.0,37.6396,127.0255
20250407,강서구,0.0,37.5509,126.8495
20250407,관악구,0.0,37.4781,126.9515
20250407,광진구,0.0,37.5385,127.0823
20250407,구로구,0.0,37.4955,126.8874
20250407,금천구,0.0,37.4569,126.8955
20250407,노원구,0.0,37.6544,127.0566
20250407,도봉구,0.0,37.6688,127.0471
20250407,동대문구,0.0,37.5744,127.0395
20250407,동작구,0.0,37.5124,126.9395
20250407,마포구,0.0,37.5663,126.9019
20250407,서대문구,0.0,37.5794,126.9368
20250407,서초구,0.0,37.4837,127.0324
20250407,성동구,0.0,37.5634,127.0369
20250407,성북구,0.0,37.5894,127.0167
20250407,송파구,0.0,37.5145,127.106
20250407,양천구,0.0,37.5168,126.8664
20250407,영등포구,0.0,37.5264,126.8962
20250407,용산구,0.0,37.5319,126.99
20250407,은평구,0.0,37.6027,126.9291
20250407,종로구,0.0,37.5735,126.9792
20250407,중구,0.0,37.564,126.9977
20250407,중랑구,0.0,37.6063,127.0925
20250406,강남구,0.0,37.5173,127.0473
20250406,강동구,0.0,37.5301,127.1238
20250406,강북구,0.0,37.6396,127.0255
20250406,강서구,0.0,37.5509,126.8495
20250406,관악구,0.0,37.4781,126.9515
20250406,광진구,0.0,37.5385,127.0823
20250406,구로구,0.0,37.4955,126.8874
20250406,금천구,0.0,37.4569,126.8955
20250406,노원구,0.0,37.6544,127.0566
20250406,도봉구,0.0,37.6688,127.0471
20250406,동대문구,0.5,37.5744,127.0395
20250406,동작구,0.0,37.5124,126.9395
20250406,마포구,0.0,37.5663,126.9019
20250406,서대문구,0.0,37.5794,126.9368
20250406,서초구,0.0,37.4837,127.0324
20250406,성동구,0.0,37.5634,127.0369
20250406,성북구,0.0,37.5894,127.0167
20250406,송파구,0.0,37.5145,127.106
20250406,양천구,0.0,37.5168,126.8664
20250406,영등포구,0.0,37.5264,126.8962
20250406,용산구,0.0,37.5319,126.99
20250406,은평구,0.0,37.6027,126.9291
20250406,종로구,0.0,37.5735,126.9792
20250406,중구,0.0,37.564,126.9977
20250406,중랑구,0.2,37.6063,127.0925
20250405,강남구,19.5,37.5173,127.0473
20250405,강동구,18.5,37.5301,127.1238
20250405,강북구,24.5,37.6396,127.0255
20250405,강서구,15.0,37.5509,126.8495
20250405,관악구,20.5,37.4781,126.9515
20250405,광진구,17.5,37.5385,127.0823
20250405,구로구,19.5,37.4955,126.8874
20250405,금천구,20.5,37.4569,126.8955
20250405,노원구,21.5,37.6544,127.0566
